CAFA	Predikcija	Skor	UniProt	Uniprot1	UniProt2
T96060007048	GO:0005739	fp	P60893	GPR85_HUMAN	GPR85_HUMAN
T96060007076	GO:0005739	fp	P12544	GRAA_HUMAN	GRAA_HUMAN
T96060007094	GO:0005739	fp	Q14451	GRB7_HUMAN	GRB7_HUMAN
T96060007096	GO:0005739	fp	A6NFK2	GRCR2_HUMAN	GRCR2_HUMAN
T96060007102	GO:0005739	fp	Q9NZI5	GRHL1_HUMAN	GRHL1_HUMAN
T96060007104	GO:0005739	fp	Q8TE85	GRHL3_HUMAN	GRHL3_HUMAN
T96060007110	GO:0005739	fp	Q9ULK0	GRID1_HUMAN	GRID1_HUMAN
T96060007112	GO:0005739	fp	A4D1Z8	GRIFN_HUMAN	GRIFN_HUMAN
T96060007124	GO:0005739	fp	P34947	GRK5_HUMAN	GRK5_HUMAN
T96060007128	GO:0005739	fp	Q96CP6	GRM1A_HUMAN	GRM1A_HUMAN
T96060007133	GO:0005739	fp	Q14832	GRM3_HUMAN	GRM3_HUMAN
T96060007139	GO:0005739	fp	P28799	GRN_HUMAN	GRN_HUMAN
T96060007144	GO:0005739	fp	Q8TDF6	GRP4_HUMAN	GRP4_HUMAN
T96060007153	GO:0005739	fp	Q5TC63	GRTP1_HUMAN	GRTP1_HUMAN
T96060007154	GO:0005739	fp	Q9BQ67	GRWD1_HUMAN	GRWD1_HUMAN
T96060007155	GO:0005739	fp	A8MUP6	GS1L2_HUMAN	GS1L2_HUMAN
T96060007158	GO:0005739	fp	Q9NRJ2	GSAS1_HUMAN	GSAS1_HUMAN
T96060007161	GO:0005739	fp	Q9NZM4	GSCR1_HUMAN	GSCR1_HUMAN
T96060007182	GO:0005739	fp	Q16772	GSTA3_HUMAN	GSTA3_HUMAN
T96060007190	GO:0005739	fp	Q03013	GSTM4_HUMAN	GSTM4_HUMAN
T96060007195	GO:0005739	fp	P30711	GSTT1_HUMAN	GSTT1_HUMAN
T96060007203	GO:0005739	fp	Q86UP8	GTD2A_HUMAN	GTD2A_HUMAN
T96060007204	GO:0005739	fp	Q6EKJ0	GTD2B_HUMAN	GTD2B_HUMAN
T96060007221	GO:0005739	fp	P22732	GTR5_HUMAN	GTR5_HUMAN
T96060007231	GO:0005739	fp	Q9Y2T3	GUAD_HUMAN	GUAD_HUMAN
T96060007248	GO:0005739	fp	Q4G148	GXLT1_HUMAN	GXLT1_HUMAN
T96060007253	GO:0005739	fp	P07305	H10_HUMAN	H10_HUMAN
T96060007265	GO:0005739	fp	Q92522	H1X_HUMAN	H1X_HUMAN
T96060007282	GO:0005739	fp	P16104	H2AX_HUMAN	H2AX_HUMAN
T96060007287	GO:0005739	fp	P62807	H2B1C_HUMAN	H2B1C_HUMAN
T96060007292	GO:0005739	fp	Q99880	H2B1L_HUMAN	H2B1L_HUMAN
T96060007298	GO:0005739	fp	Q16778	H2B2E_HUMAN	H2B2E_HUMAN
T96060007309	GO:0005739	fp	Q99525	H4G_HUMAN	H4G_HUMAN
T96060007312	GO:0005739	fp	Q96MM7	H6ST2_HUMAN	H6ST2_HUMAN
T96060007313	GO:0005739	fp	Q8IZP7	H6ST3_HUMAN	H6ST3_HUMAN
T96060007318	GO:0005739	fp	Q5JVS0	HABP4_HUMAN	HABP4_HUMAN
T96060007325	GO:0005739	fp	Q6PII5	HAGHL_HUMAN	HAGHL_HUMAN
T96060007328	GO:0005739	fp	O96004	HAND1_HUMAN	HAND1_HUMAN
T96060007345	GO:0005739	fp	Q96D42	HAVR1_HUMAN	HAVR1_HUMAN
T96060007348	GO:0005739	fp	Q96EW2	HBAP1_HUMAN	HBAP1_HUMAN
T96060007351	GO:0005739	fp	P69905	HBA_HUMAN	HBA_HUMAN
T96060007356	GO:0005739	fp	P69891	HBG1_HUMAN	HBG1_HUMAN
T96060007362	GO:0005739	fp	Q8TDS4	HCAR2_HUMAN	HCAR2_HUMAN
T96060007369	GO:0005739	fp	P14317	HCLS1_HUMAN	HCLS1_HUMAN
T96060007380	GO:0005739	fp	O15379	HDAC3_HUMAN	HDAC3_HUMAN
T96060007386	GO:0005739	fp	Q9UKV0	HDAC9_HUMAN	HDAC9_HUMAN
T96060007398	GO:0005739	fp	P42858	HD_HUMAN	HD_HUMAN
T96060007407	GO:0005739	fp	A8MVW5	HECA2_HUMAN	HECA2_HUMAN
T96060007425	GO:0005739	fp	P08397	HEM3_HUMAN	HEM3_HUMAN
T96060007428	GO:0005739	fp	Q9BXL5	HEMGN_HUMAN	HEMGN_HUMAN
T96060007444	GO:0005739	fp	Q5GLZ8	HERC4_HUMAN	HERC4_HUMAN
T96060007452	GO:0005739	fp	Q9HCC6	HES4_HUMAN	HES4_HUMAN
T96060007459	GO:0005739	fp	Q8WVB3	HEXDC_HUMAN	HEXDC_HUMAN
T96060007464	GO:0005739	fp	Q9NQ87	HEYL_HUMAN	HEYL_HUMAN
T96060007469	GO:0005739	fp	Q93099	HGD_HUMAN	HGD_HUMAN
T96060007470	GO:0005739	fp	Q04756	HGFA_HUMAN	HGFA_HUMAN
T96060007480	GO:0005739	fp	C9JL84	HHLA1_HUMAN	HHLA1_HUMAN
T96060007487	GO:0005739	fp	A8MVS5	HIDE1_HUMAN	HIDE1_HUMAN
T96060007497	GO:0005739	fp	P60008	HILS1_HUMAN	HILS1_HUMAN
T96060007502	GO:0005739	fp	O75146	HIP1R_HUMAN	HIP1R_HUMAN
T96060007517	GO:0005739	fp	P13747	HLAE_HUMAN	HLAE_HUMAN
T96060007529	GO:0005739	fp	Q96FZ2	HMCES_HUMAN	HMCES_HUMAN
T96060007535	GO:0005739	fp	Q05925	HME1_HUMAN	HME1_HUMAN
T96060007538	GO:0005739	fp	P52926	HMGA2_HUMAN	HMGA2_HUMAN
T96060007545	GO:0005739	fp	P05114	HMGN1_HUMAN	HMGN1_HUMAN
T96060007546	GO:0005739	fp	P05204	HMGN2_HUMAN	HMGN2_HUMAN
T96060007572	GO:0005739	fp	A8MTL9	HMSD_HUMAN	HMSD_HUMAN
T96060007582	GO:0005739	fp	Q9UBC0	HNF6_HUMAN	HNF6_HUMAN
T96060007583	GO:0005739	fp	P50135	HNMT_HUMAN	HNMT_HUMAN
T96060007592	GO:0005739	fp	Q9BUJ2	HNRL1_HUMAN	HNRL1_HUMAN
T96060007596	GO:0005739	fp	Q14103	HNRPD_HUMAN	HNRPD_HUMAN
T96060007608	GO:0005739	fp	Q9NSC5	HOME3_HUMAN	HOME3_HUMAN
T96060007613	GO:0005739	fp	Q9P2W1	HOP2_HUMAN	HOP2_HUMAN
T96060007633	GO:0005739	fp	P00492	HPRT_HUMAN	HPRT_HUMAN
T96060007634	GO:0005739	fp	Q92902	HPS1_HUMAN	HPS1_HUMAN
T96060007642	GO:0005739	fp	P00738	HPT_HUMAN	HPT_HUMAN
T96060007643	GO:0005739	fp	Q9BVR0	HRC23_HUMAN	HRC23_HUMAN
T96060007654	GO:0005739	fp	Q9NWW9	HRSL2_HUMAN	HRSL2_HUMAN
T96060007688	GO:0005739	fp	Q9UBD0	HSFX1_HUMAN	HSFX1_HUMAN
T96060007691	GO:0005739	fp	P48723	HSP13_HUMAN	HSP13_HUMAN
T96060007698	GO:0005739	fp	Q0VDF9	HSP7E_HUMAN	HSP7E_HUMAN
T96060007699	GO:0005739	fp	P04792	HSPB1_HUMAN	HSPB1_HUMAN
T96060007701	GO:0005739	fp	Q12988	HSPB3_HUMAN	HSPB3_HUMAN
T96060007706	GO:0005739	fp	Q9BUP3	HTAI2_HUMAN	HTAI2_HUMAN
T96060007710	GO:0005739	fp	Q9P2D3	HTR5B_HUMAN	HTR5B_HUMAN
T96060007713	GO:0005739	fp	P83110	HTRA3_HUMAN	HTRA3_HUMAN
T96060007723	GO:0005739	fp	Q96N76	HUTU_HUMAN	HUTU_HUMAN
T96060007771	GO:0005739	fp	Q00056	HXA4_HUMAN	HXA4_HUMAN
T96060007776	GO:0005739	fp	Q92826	HXB13_HUMAN	HXB13_HUMAN
T96060007778	GO:0005739	fp	P14652	HXB2_HUMAN	HXB2_HUMAN
T96060007781	GO:0005739	fp	P09067	HXB5_HUMAN	HXB5_HUMAN
T96060007786	GO:0005739	fp	Q9NYD6	HXC10_HUMAN	HXC10_HUMAN
T96060007787	GO:0005739	fp	O43248	HXC11_HUMAN	HXC11_HUMAN
T96060007808	GO:0005739	fp	Q12794	HYAL1_HUMAN	HYAL1_HUMAN
T96060007809	GO:0005739	fp	Q12891	HYAL2_HUMAN	HYAL2_HUMAN
T96060007811	GO:0005739	fp	Q2M3T9	HYAL4_HUMAN	HYAL4_HUMAN
T96060007814	GO:0005739	fp	Q92819	HYAS2_HUMAN	HYAS2_HUMAN
T96060007815	GO:0005739	fp	O00219	HYAS3_HUMAN	HYAS3_HUMAN
T96060007833	GO:0005739	fp	Q13261	I15RA_HUMAN	I15RA_HUMAN
T96060007837	GO:0005739	fp	Q8NAC3	I17RC_HUMAN	I17RC_HUMAN
T96060007842	GO:0005739	fp	Q9H9L3	I20L2_HUMAN	I20L2_HUMAN
T96060007859	GO:0005739	fp	Q2TAA2	IAH1_HUMAN	IAH1_HUMAN
T96060007861	GO:0005739	fp	Q8WUF5	IASPP_HUMAN	IASPP_HUMAN
T96060007875	GO:0005739	fp	P20810	ICAL_HUMAN	ICAL_HUMAN
T96060007882	GO:0005739	fp	Q659A1	ICE2_HUMAN	ICE2_HUMAN
T96060007913	GO:0005739	fp	Q96RY7	IF140_HUMAN	IF140_HUMAN
T96060007920	GO:0005739	fp	Q9Y6M1	IF2B2_HUMAN	IF2B2_HUMAN
T96060007929	GO:0005739	fp	P60842	IF4A1_HUMAN	IF4A1_HUMAN
T96060007930	GO:0005739	fp	Q14240	IF4A2_HUMAN	IF4A2_HUMAN
T96060007935	GO:0005739	fp	P06730	IF4E_HUMAN	IF4E_HUMAN
T96060007940	GO:0005739	fp	P63241	IF5A1_HUMAN	IF5A1_HUMAN
T96060007945	GO:0005739	fp	Q96M15	IFAS1_HUMAN	IFAS1_HUMAN
T96060007948	GO:0005739	fp	Q9H496	IFG15_HUMAN	IFG15_HUMAN
T96060007974	GO:0005739	fp	P32881	IFNA8_HUMAN	IFNA8_HUMAN
T96060007984	GO:0005739	fp	O00458	IFRD1_HUMAN	IFRD1_HUMAN
T96060008006	GO:0005739	fp	P08069	IGF1R_HUMAN	IGF1R_HUMAN
T96060008021	GO:0005739	fp	P01860	IGHG3_HUMAN	IGHG3_HUMAN
T96060008024	GO:0005739	fp	A6NJ69	IGIP_HUMAN	IGIP_HUMAN
T96060008030	GO:0005739	fp	Q6WRI0	IGS10_HUMAN	IGS10_HUMAN
T96060008031	GO:0005739	fp	Q5DX21	IGS11_HUMAN	IGS11_HUMAN
T96060008036	GO:0005739	fp	Q93033	IGSF2_HUMAN	IGSF2_HUMAN
T96060008042	GO:0005739	fp	Q6NXR0	IIGP5_HUMAN	IIGP5_HUMAN
T96060008052	GO:0005739	fp	O14920	IKKB_HUMAN	IKKB_HUMAN
T96060008086	GO:0005739	fp	Q5VWK5	IL23R_HUMAN	IL23R_HUMAN
T96060008087	GO:0005739	fp	Q13007	IL24_HUMAN	IL24_HUMAN
T96060008088	GO:0005739	fp	Q9H293	IL25_HUMAN	IL25_HUMAN
T96060008098	GO:0005739	fp	P24001	IL32_HUMAN	IL32_HUMAN
T96060008101	GO:0005739	fp	Q9UHA7	IL36A_HUMAN	IL36A_HUMAN
T96060008108	GO:0005739	fp	P24394	IL4RA_HUMAN	IL4RA_HUMAN
T96060008122	GO:0005739	fp	P30740	ILEU_HUMAN	ILEU_HUMAN
T96060008143	GO:0005739	fp	Q96G21	IMP4_HUMAN	IMP4_HUMAN
T96060008144	GO:0005739	fp	P29218	IMPA1_HUMAN	IMPA1_HUMAN
T96060008150	GO:0005739	fp	Q9GZP8	IMUP_HUMAN	IMUP_HUMAN
T96060008158	GO:0005739	fp	P0DMQ5	INAM2_HUMAN	INAM2_HUMAN
T96060008172	GO:0005739	fp	P05111	INHA_HUMAN	INHA_HUMAN
T96060008174	GO:0005739	fp	P09529	INHBB_HUMAN	INHBB_HUMAN
T96060008176	GO:0005739	fp	P58166	INHBE_HUMAN	INHBE_HUMAN
T96060008179	GO:0005739	fp	Q9NPH2	INO1_HUMAN	INO1_HUMAN
T96060008181	GO:0005739	fp	Q96PE3	INP4A_HUMAN	INP4A_HUMAN
T96060008197	GO:0005739	fp	P06213	INSR_HUMAN	INSR_HUMAN
T96060008198	GO:0005739	fp	P01308	INS_HUMAN	INS_HUMAN
T96060008208	GO:0005739	fp	Q9UL03	INT6_HUMAN	INT6_HUMAN
T96060008222	GO:0005739	fp	Q9UHH9	IP6K2_HUMAN	IP6K2_HUMAN
T96060008225	GO:0005739	fp	Q3MIP1	IPIL2_HUMAN	IPIL2_HUMAN
T96060008226	GO:0005739	fp	P61925	IPKA_HUMAN	IPKA_HUMAN
T96060008244	GO:0005739	fp	P05154	IPSP_HUMAN	IPSP_HUMAN
T96060008250	GO:0005739	fp	Q4KMZ1	IQCC_HUMAN	IQCC_HUMAN
T96060008264	GO:0005739	fp	Q9UPP2	IQEC3_HUMAN	IQEC3_HUMAN
T96060008268	GO:0005739	fp	Q8NA54	IQUB_HUMAN	IQUB_HUMAN
T96060008294	GO:0005739	fp	P78415	IRX3_HUMAN	IRX3_HUMAN
T96060008296	GO:0005739	fp	P78411	IRX5_HUMAN	IRX5_HUMAN
T96060008323	GO:0005739	fp	Q2M1V0	ISX_HUMAN	ISX_HUMAN
T96060008357	GO:0005739	fp	P19827	ITIH1_HUMAN	ITIH1_HUMAN
T96060008381	GO:0005739	fp	Q8IYV9	IZUM1_HUMAN	IZUM1_HUMAN
T96060008384	GO:0005739	fp	Q1ZYL8	IZUM4_HUMAN	IZUM4_HUMAN
T96060008391	GO:0005739	fp	P23458	JAK1_HUMAN	JAK1_HUMAN
T96060008402	GO:0005739	fp	Q9Y4A0	JERKL_HUMAN	JERKL_HUMAN
T96060008416	GO:0005739	fp	Q96S16	JMJD8_HUMAN	JMJD8_HUMAN
T96060008422	GO:0005739	fp	Q8WXH2	JPH3_HUMAN	JPH3_HUMAN
T96060008425	GO:0005739	fp	O76095	JTB_HUMAN	JTB_HUMAN
T96060008428	GO:0005739	fp	A6ND01	JUNO_HUMAN	JUNO_HUMAN
T96060008433	GO:0005739	fp	Q9NZY2	K0125_HUMAN	K0125_HUMAN
T96060008447	GO:0005739	fp	Q9UPP5	K1107_HUMAN	K1107_HUMAN
T96060008451	GO:0005739	fp	Q9ULL0	K1210_HUMAN	K1210_HUMAN
T96060008453	GO:0005739	fp	Q6NV74	K121L_HUMAN	K121L_HUMAN
T96060008457	GO:0005739	fp	A8MWY0	K132L_HUMAN	K132L_HUMAN
T96060008466	GO:0005739	fp	Q3SXP7	K1644_HUMAN	K1644_HUMAN
T96060008476	GO:0005739	fp	P13646	K1C13_HUMAN	K1C13_HUMAN
T96060008479	GO:0005739	fp	P08779	K1C16_HUMAN	K1C16_HUMAN
T96060008483	GO:0005739	fp	P35900	K1C20_HUMAN	K1C20_HUMAN
T96060008487	GO:0005739	fp	Q7Z3Y9	K1C26_HUMAN	K1C26_HUMAN
T96060008488	GO:0005739	fp	Q7Z3Y8	K1C27_HUMAN	K1C27_HUMAN
T96060008492	GO:0005739	fp	P35527	K1C9_HUMAN	K1C9_HUMAN
T96060008493	GO:0005739	fp	Q15323	K1H1_HUMAN	K1H1_HUMAN
T96060008494	GO:0005739	fp	Q14532	K1H2_HUMAN	K1H2_HUMAN
T96060008495	GO:0005739	fp	Q0VF49	K2012_HUMAN	K2012_HUMAN
T96060008507	GO:0005739	fp	P02538	K2C6A_HUMAN	K2C6A_HUMAN
T96060008508	GO:0005739	fp	P04259	K2C6B_HUMAN	K2C6B_HUMAN
T96060008509	GO:0005739	fp	P48668	K2C6C_HUMAN	K2C6C_HUMAN
T96060008519	GO:0005739	fp	P05787	K2C8_HUMAN	K2C8_HUMAN
T96060008539	GO:0005739	fp	Q6NY19	KANK3_HUMAN	KANK3_HUMAN
T96060008542	GO:0005739	fp	Q9H9L4	KANL2_HUMAN	KANL2_HUMAN
T96060008602	GO:0005739	fp	Q68DU8	KCD16_HUMAN	KCD16_HUMAN
T96060008611	GO:0005739	fp	Q6PIL6	KCIP4_HUMAN	KCIP4_HUMAN
T96060008615	GO:0005739	fp	O60928	KCJ13_HUMAN	KCJ13_HUMAN
T96060008629	GO:0005739	fp	P22459	KCNA4_HUMAN	KCNA4_HUMAN
T96060008644	GO:0005739	fp	Q9Y6H6	KCNE3_HUMAN	KCNE3_HUMAN
T96060008651	GO:0005739	fp	Q8TDN1	KCNG4_HUMAN	KCNG4_HUMAN
T96060008657	GO:0005739	fp	Q9H252	KCNH6_HUMAN	KCNH6_HUMAN
T96060008659	GO:0005739	fp	Q96L42	KCNH8_HUMAN	KCNH8_HUMAN
T96060008665	GO:0005739	fp	P48051	KCNJ6_HUMAN	KCNJ6_HUMAN
T96060008666	GO:0005739	fp	Q15842	KCNJ8_HUMAN	KCNJ8_HUMAN
T96060008675	GO:0005739	fp	Q9NPC2	KCNK9_HUMAN	KCNK9_HUMAN
T96060008682	GO:0005739	fp	Q7Z418	KCNKI_HUMAN	KCNKI_HUMAN
T96060008683	GO:0005739	fp	Q92952	KCNN1_HUMAN	KCNN1_HUMAN
T96060008688	GO:0005739	fp	O43526	KCNQ2_HUMAN	KCNQ2_HUMAN
T96060008691	GO:0005739	fp	Q9NR82	KCNQ5_HUMAN	KCNQ5_HUMAN
T96060008697	GO:0005739	fp	Q6UVM3	KCNT2_HUMAN	KCNT2_HUMAN
T96060008698	GO:0005739	fp	A8MYU2	KCNU1_HUMAN	KCNU1_HUMAN
T96060008701	GO:0005739	fp	Q53RY4	KCP3_HUMAN	KCP3_HUMAN
T96060008715	GO:0005739	fp	Q96MP8	KCTD7_HUMAN	KCTD7_HUMAN
T96060008717	GO:0005739	fp	Q7L273	KCTD9_HUMAN	KCTD9_HUMAN
T96060008732	GO:0005739	fp	Q6B0I6	KDM4D_HUMAN	KDM4D_HUMAN
T96060008735	GO:0005739	fp	Q9UGL1	KDM5B_HUMAN	KDM5B_HUMAN
T96060008743	GO:0005739	fp	Q14145	KEAP1_HUMAN	KEAP1_HUMAN
T96060008746	GO:0005739	fp	Q63HM1	KFA_HUMAN	KFA_HUMAN
T96060008756	GO:0005739	fp	P50053	KHK_HUMAN	KHK_HUMAN
T96060008764	GO:0005739	fp	Q96Q89	KI20B_HUMAN	KI20B_HUMAN
T96060008778	GO:0005739	fp	P43632	KI2S4_HUMAN	KI2S4_HUMAN
T96060008792	GO:0005739	fp	Q15058	KIF14_HUMAN	KIF14_HUMAN
T96060008796	GO:0005739	fp	Q12756	KIF1A_HUMAN	KIF1A_HUMAN
T96060008799	GO:0005739	fp	Q14807	KIF22_HUMAN	KIF22_HUMAN
T96060008802	GO:0005739	fp	Q9UIL4	KIF25_HUMAN	KIF25_HUMAN
T96060008803	GO:0005739	fp	Q86VH2	KIF27_HUMAN	KIF27_HUMAN
T96060008807	GO:0005739	fp	Q99661	KIF2C_HUMAN	KIF2C_HUMAN
T96060008812	GO:0005739	fp	Q2VIQ3	KIF4B_HUMAN	KIF4B_HUMAN
T96060008813	GO:0005739	fp	Q12840	KIF5A_HUMAN	KIF5A_HUMAN
T96060008819	GO:0005739	fp	Q9BW19	KIFC1_HUMAN	KIFC1_HUMAN
T96060008820	GO:0005739	fp	Q96AC6	KIFC2_HUMAN	KIFC2_HUMAN
T96060008824	GO:0005739	fp	O60870	KIN17_HUMAN	KIN17_HUMAN
T96060008862	GO:0005739	fp	Q5JT82	KLF17_HUMAN	KLF17_HUMAN
T96060008869	GO:0005739	fp	O75840	KLF7_HUMAN	KLF7_HUMAN
T96060008872	GO:0005739	fp	Q6JEL2	KLH10_HUMAN	KLH10_HUMAN
T96060008874	GO:0005739	fp	Q53G59	KLH12_HUMAN	KLH12_HUMAN
T96060008877	GO:0005739	fp	Q96M94	KLH15_HUMAN	KLH15_HUMAN
T96060008885	GO:0005739	fp	Q9H0H3	KLH25_HUMAN	KLH25_HUMAN
T96060008894	GO:0005739	fp	Q6PF15	KLH35_HUMAN	KLH35_HUMAN
T96060008896	GO:0005739	fp	Q2WGJ6	KLH38_HUMAN	KLH38_HUMAN
T96060008899	GO:0005739	fp	Q9P2K6	KLH42_HUMAN	KLH42_HUMAN
T96060008905	GO:0005739	fp	Q8WZ60	KLHL6_HUMAN	KLHL6_HUMAN
T96060008917	GO:0005739	fp	P07288	KLK3_HUMAN	KLK3_HUMAN
T96060008921	GO:0005739	fp	P49862	KLK7_HUMAN	KLK7_HUMAN
T96060008924	GO:0005739	fp	P03952	KLKB1_HUMAN	KLKB1_HUMAN
T96060008936	GO:0005739	fp	Q9UMN6	KMT2B_HUMAN	KMT2B_HUMAN
T96060008953	GO:0005739	fp	Q9BZL6	KPCD2_HUMAN	KPCD2_HUMAN
T96060008959	GO:0005739	fp	P24723	KPCL_HUMAN	KPCL_HUMAN
T96060008960	GO:0005739	fp	Q04759	KPCT_HUMAN	KPCT_HUMAN
T96060008961	GO:0005739	fp	Q05513	KPCZ_HUMAN	KPCZ_HUMAN
T96060008984	GO:0005739	fp	P59991	KR122_HUMAN	KR122_HUMAN
T96060008986	GO:0005739	fp	P60329	KR124_HUMAN	KR124_HUMAN
T96060009018	GO:0005739	fp	Q9BQ66	KR412_HUMAN	KR412_HUMAN
T96060009025	GO:0005739	fp	Q9BYS1	KRA15_HUMAN	KRA15_HUMAN
T96060009041	GO:0005739	fp	Q9BYQ8	KRA49_HUMAN	KRA49_HUMAN
T96060009046	GO:0005739	fp	Q701N2	KRA55_HUMAN	KRA55_HUMAN
T96060009050	GO:0005739	fp	P26371	KRA59_HUMAN	KRA59_HUMAN
T96060009051	GO:0005739	fp	Q3LI64	KRA61_HUMAN	KRA61_HUMAN
T96060009052	GO:0005739	fp	Q3LI66	KRA62_HUMAN	KRA62_HUMAN
T96060009063	GO:0005739	fp	Q9BYP9	KRA99_HUMAN	KRA99_HUMAN
T96060009070	GO:0005739	fp	Q8NCW0	KREM2_HUMAN	KREM2_HUMAN
T96060009075	GO:0005739	fp	O76011	KRT34_HUMAN	KRT34_HUMAN
T96060009080	GO:0005739	fp	Q14533	KRT81_HUMAN	KRT81_HUMAN
T96060009082	GO:0005739	fp	P78385	KRT83_HUMAN	KRT83_HUMAN
T96060009085	GO:0005739	fp	O43790	KRT86_HUMAN	KRT86_HUMAN
T96060009095	GO:0005739	fp	Q8IVT5	KSR1_HUMAN	KSR1_HUMAN
T96060009098	GO:0005739	fp	Q8N1A0	KT222_HUMAN	KT222_HUMAN
T96060009101	GO:0005739	fp	Q9HA64	KT3K_HUMAN	KT3K_HUMAN
T96060009107	GO:0005739	fp	Q96EK9	KTI12_HUMAN	KTI12_HUMAN
T96060009128	GO:0005739	fp	P01599	KV117_HUMAN	KV117_HUMAN
T96060009153	GO:0005739	fp	P04433	KV311_HUMAN	KV311_HUMAN
T96060009168	GO:0005739	fp	Q15334	L2GL1_HUMAN	L2GL1_HUMAN
T96060009191	GO:0005739	fp	Q6ISS4	LAIR2_HUMAN	LAIR2_HUMAN
T96060009205	GO:0005739	fp	P11279	LAMP1_HUMAN	LAMP1_HUMAN
T96060009209	GO:0005739	fp	O43813	LANC1_HUMAN	LANC1_HUMAN
T96060009210	GO:0005739	fp	Q9NS86	LANC2_HUMAN	LANC2_HUMAN
T96060009212	GO:0005739	fp	P42166	LAP2A_HUMAN	LAP2A_HUMAN
T96060009219	GO:0005739	fp	Q92615	LAR4B_HUMAN	LAR4B_HUMAN
T96060009221	GO:0005739	fp	Q8N3Y3	LARG2_HUMAN	LARGE_HUMAN
T96060009230	GO:0005739	fp	Q9GIP4	LAT1L_HUMAN	LAT1L_HUMAN
T96060009234	GO:0005739	fp	O75387	LAT3_HUMAN	LAT3_HUMAN
T96060009244	GO:0005739	fp	Q53QV2	LBH_HUMAN	LBH_HUMAN
T96060009249	GO:0005739	fp	Q6XYB7	LBX2_HUMAN	LBX2_HUMAN
T96060009273	GO:0005739	fp	Q5TA78	LCE4A_HUMAN	LCE4A_HUMAN
T96060009299	GO:0005739	fp	P07195	LDHB_HUMAN	LDHB_HUMAN
T96060009307	GO:0005739	fp	O14960	LECT2_HUMAN	LECT2_HUMAN
T96060009308	GO:0005739	fp	Q9UJU2	LEF1_HUMAN	LEF1_HUMAN
T96060009313	GO:0005739	fp	P09382	LEG1_HUMAN	LEG1_HUMAN
T96060009325	GO:0005739	fp	Q68G75	LEMD1_HUMAN	LEMD1_HUMAN
T96060009330	GO:0005739	fp	Q96B70	LENG9_HUMAN	LENG9_HUMAN
T96060009338	GO:0005739	fp	Q6UYE1	LEU7_HUMAN	LEU7_HUMAN
T96060009342	GO:0005739	fp	P19256	LFA3_HUMAN	LFA3_HUMAN
T96060009345	GO:0005739	fp	Q969X1	LFG3_HUMAN	LFG3_HUMAN
T96060009354	GO:0005739	fp	Q8N145	LGI3_HUMAN	LGI3_HUMAN
T96060009384	GO:0005739	fp	Q6UY18	LIGO4_HUMAN	LIGO4_HUMAN
T96060009389	GO:0005739	fp	Q9H400	LIME1_HUMAN	LIME1_HUMAN
T96060009391	GO:0005739	fp	P53671	LIMK2_HUMAN	LIMK2_HUMAN
T96060009402	GO:0005739	fp	Q9NUP9	LIN7C_HUMAN	LIN7C_HUMAN
T96060009408	GO:0005739	fp	O75335	LIPA4_HUMAN	LIPA4_HUMAN
T96060009411	GO:0005739	fp	P11150	LIPC_HUMAN	LIPC_HUMAN
T96060009416	GO:0005739	fp	Q5W064	LIPJ_HUMAN	LIPJ_HUMAN
T96060009419	GO:0005739	fp	Q5VYY2	LIPM_HUMAN	LIPM_HUMAN
T96060009420	GO:0005739	fp	Q5VXI9	LIPN_HUMAN	LIPN_HUMAN
T96060009422	GO:0005739	fp	P54315	LIPR1_HUMAN	LIPR1_HUMAN
T96060009433	GO:0005739	fp	Q6PI73	LIRA6_HUMAN	LIRA6_HUMAN
T96060009441	GO:0005739	fp	Q5T7N2	LITD1_HUMAN	LITD1_HUMAN
T96060009452	GO:0005739	fp	Q9NUN5	LMBD1_HUMAN	LMBD1_HUMAN
T96060009469	GO:0005739	fp	P61968	LMO4_HUMAN	LMO4_HUMAN
T96060009477	GO:0005739	fp	Q6ZMQ8	LMTK1_HUMAN	LMTK1_HUMAN
T96060009492	GO:0005739	fp	Q86WA8	LONP2_HUMAN	LONP2_HUMAN
T96060009498	GO:0005739	fp	P09917	LOX5_HUMAN	LOX5_HUMAN
T96060009501	GO:0005739	fp	Q08397	LOXL1_HUMAN	LOXL1_HUMAN
T96060009506	GO:0005739	fp	Q92633	LPAR1_HUMAN	LPAR1_HUMAN
T96060009514	GO:0005739	fp	P09848	LPH_HUMAN	LPH_HUMAN
T96060009516	GO:0005739	fp	Q92539	LPIN2_HUMAN	LPIN2_HUMAN
T96060009517	GO:0005739	fp	Q9BQK8	LPIN3_HUMAN	LPIN3_HUMAN
T96060009518	GO:0005739	fp	Q86U10	LPP60_HUMAN	LPP60_HUMAN
T96060009524	GO:0005739	fp	A6NHZ5	LR14B_HUMAN	LR14B_HUMAN
T96060009526	GO:0005739	fp	Q96QE4	LR37B_HUMAN	LR37B_HUMAN
T96060009538	GO:0005739	fp	Q15048	LRC14_HUMAN	LRC14_HUMAN
T96060009540	GO:0005739	fp	Q8N6Y2	LRC17_HUMAN	LRC17_HUMAN
T96060009542	GO:0005739	fp	Q9H756	LRC19_HUMAN	LRC19_HUMAN
T96060009543	GO:0005739	fp	Q8TCA0	LRC20_HUMAN	LRC20_HUMAN
T96060009544	GO:0005739	fp	Q53EV4	LRC23_HUMAN	LRC23_HUMAN
