Protein	Gene.ID	Gene	Status	Guess	Alg
E9PIC2	ENSG00000136874	STX17	Known mitochondrial	fn	PANNZER
E9PIF9	ENSG00000117640	MTFR1L	Known mitochondrial	fn	PANNZER
E9PIH8	ENSG00000171202	TMEM126A	Known mitochondrial	fn	PANNZER
E9PIQ7	ENSG00000143575	HAX1	Known mitochondrial	fn	PANNZER
E9PIR3	ENSG00000150779	TIMM8B	Known mitochondrial	fn	PANNZER
E9PIS4	ENSG00000101473	ACOT8	Predicted mitochondrial	fn	PANNZER
E9PIT6	ENSG00000142082	SIRT3	Known mitochondrial	fn	PANNZER
E9PIU8	ENSG00000093144	ECHDC1	Known mitochondrial	fn	PANNZER
E9PIW5	ENSG00000132781	MUTYH	Predicted mitochondrial	fn	PANNZER
E9PIX8	ENSG00000117054	ACADM	Known mitochondrial	fn	PANNZER
E9PIZ8	ENSG00000166136	NDUFB8	Known mitochondrial	fn	PANNZER
E9PJ15	ENSG00000162241	SLC25A45	Known mitochondrial	fn	PANNZER
E9PJ20	ENSG00000173137	ADCK5	Predicted mitochondrial	fn	PANNZER
E9PJ30	ENSG00000051180	RAD51	Known mitochondrial	fn	PANNZER
E9PJ70	ENSG00000175806	MSRA	Known mitochondrial	fn	PANNZER
E9PJE7	ENSG00000213619	NDUFS3	Known mitochondrial	fn	PANNZER
E9PJF0	ENSG00000102882	MAPK3	Predicted mitochondrial	fn	PANNZER
E9PJH4	ENSG00000149273	RPS3	Known mitochondrial	fn	PANNZER
E9PJM0	ENSG00000150787	PTS	Predicted mitochondrial	fn	PANNZER
E9PJM9	ENSG00000117054	ACADM	Known mitochondrial	fn	PANNZER
E9PJN0	ENSG00000101473	ACOT8	Predicted mitochondrial	fn	PANNZER
E9PJP7	ENSG00000117640	MTFR1L	Known mitochondrial	fn	PANNZER
E9PJQ3	ENSG00000162241	SLC25A45	Known mitochondrial	fn	PANNZER
E9PJQ6	ENSG00000171204	TMEM126B	Known mitochondrial	fn	PANNZER
E9PJS6	ENSG00000142082	SIRT3	Known mitochondrial	fn	PANNZER
E9PJV6	ENSG00000136874	STX17	Known mitochondrial	fn	PANNZER
E9PJW1	ENSG00000136874	STX17	Known mitochondrial	fn	PANNZER
E9PJW2	ENSG00000162241	SLC25A45	Known mitochondrial	fn	PANNZER
E9PJW6	ENSG00000172500	FIBP	Known mitochondrial	fn	PANNZER
E9PJY0	ENSG00000177542	SLC25A22	Known mitochondrial	fn	PANNZER
E9PJY7	ENSG00000110717	NDUFS8	Known mitochondrial	fn	PANNZER
E9PK03	ENSG00000173992	CCS	Known mitochondrial	fn	PANNZER
E9PK39	ENSG00000154237	LRRK1	Predicted mitochondrial	fn	PANNZER
E9PK45	ENSG00000167996	FTH1	Predicted mitochondrial	fn	PANNZER
E9PK73	ENSG00000204370	SDHD	Known mitochondrial	fn	PANNZER
E9PK80	ENSG00000142082	SIRT3	Known mitochondrial	fn	PANNZER
E9PKC7	ENSG00000150768	DLAT	Known mitochondrial	fn	PANNZER
E9PKE3	ENSG00000109971	HSPA8	Predicted mitochondrial	fn	PANNZER
E9PKG6	ENSG00000070081	NUCB2	Known mitochondrial	fn	PANNZER
E9PKI5	ENSG00000122203	KIAA1191	Predicted mitochondrial	fn	PANNZER
E9PKM5	ENSG00000167996	FTH1	Predicted mitochondrial	fn	PANNZER
E9PKM9	ENSG00000132781	MUTYH	Predicted mitochondrial	fn	PANNZER
E9PKP9	ENSG00000151498	ACAD8	Known mitochondrial	fn	PANNZER
E9PKQ5	ENSG00000137500	CCDC90B	Known mitochondrial	fn	PANNZER
E9PKY8	ENSG00000150787	PTS	Predicted mitochondrial	fn	PANNZER
E9PKZ7	ENSG00000171204	TMEM126B	Known mitochondrial	fn	PANNZER
E9PKZ9	ENSG00000171204	TMEM126B	Known mitochondrial	fn	PANNZER
E9PL01	ENSG00000118363	SPCS2	Predicted mitochondrial	fn	PANNZER
E9PL09	ENSG00000149273	RPS3	Known mitochondrial	fn	PANNZER
E9PL81	ENSG00000101166	PRELID3B	Predicted mitochondrial	fn	PANNZER
E9PLD1	ENSG00000116171	SCP2	Known mitochondrial	fn	PANNZER
E9PLD2	ENSG00000117640	MTFR1L	Known mitochondrial	fn	PANNZER
E9PLF3	ENSG00000173137	ADCK5	Predicted mitochondrial	fn	PANNZER
E9PLJ7	ENSG00000159445	THEM4	Known mitochondrial	fn	PANNZER
E9PLN7	ENSG00000117054	ACADM	Known mitochondrial	fn	PANNZER
E9PLR1	ENSG00000213593	TMX2	Predicted mitochondrial	fn	PANNZER
E9PLS3	ENSG00000151498	ACAD8	Known mitochondrial	fn	PANNZER
E9PLT4	ENSG00000132781	MUTYH	Predicted mitochondrial	fn	PANNZER
E9PLW2	ENSG00000164830	OXR1	Known mitochondrial	fn	PANNZER
E9PM14	ENSG00000151366	NDUFC2	Known mitochondrial	fn	PANNZER
E9PM53	ENSG00000132781	MUTYH	Predicted mitochondrial	fn	PANNZER
E9PM75	ENSG00000142082	SIRT3	Known mitochondrial	fn	PANNZER
E9PMA0	ENSG00000156709	AIFM1	Known mitochondrial	fn	PANNZER
E9PMA4	ENSG00000165046	LETM2	Known mitochondrial	fn	PANNZER
E9PMC4	ENSG00000101473	ACOT8	Predicted mitochondrial	fn	PANNZER
E9PMC5	ENSG00000110719	TCIRG1	Predicted mitochondrial	fn	PANNZER
E9PME9	ENSG00000166340	TPP1	Predicted mitochondrial	fn	PANNZER
E9PMF0	ENSG00000162241	SLC25A45	Known mitochondrial	fn	PANNZER
E9PMH1	ENSG00000132781	MUTYH	Predicted mitochondrial	fn	PANNZER
E9PMK9	ENSG00000154237	LRRK1	Predicted mitochondrial	fn	PANNZER
E9PML5	ENSG00000110717	NDUFS8	Known mitochondrial	fn	PANNZER
E9PMQ7	ENSG00000137500	CCDC90B	Known mitochondrial	fn	PANNZER
E9PMQ8	ENSG00000156709	AIFM1	Known mitochondrial	fn	PANNZER
E9PN17	ENSG00000167283	ATP5L	Known mitochondrial	fn	PANNZER
E9PN35	ENSG00000166199	ALKBH3	Predicted mitochondrial	fn	PANNZER
E9PN58	ENSG00000142082	SIRT3	Known mitochondrial	fn	PANNZER
E9PNE6	ENSG00000109971	HSPA8	Predicted mitochondrial	fn	PANNZER
E9PNF1	ENSG00000149792	MRPL49	Known mitochondrial	fn	PANNZER
E9PNI8	ENSG00000137500	CCDC90B	Known mitochondrial	fn	PANNZER
E9PNK9	ENSG00000110074	FOXRED1	Known mitochondrial	fn	PANNZER
E9PNL1	ENSG00000105135	ILVBL	Predicted mitochondrial	fn	PANNZER
E9PNN3	ENSG00000150787	PTS	Predicted mitochondrial	fn	PANNZER
E9PNY0	ENSG00000132781	MUTYH	Predicted mitochondrial	fn	PANNZER
E9PP30	ENSG00000132781	MUTYH	Predicted mitochondrial	fn	PANNZER
E9PP36	ENSG00000161016	RPL8	Predicted mitochondrial	fn	PANNZER
E9PP78	ENSG00000110074	FOXRED1	Known mitochondrial	fn	PANNZER
E9PPA4	ENSG00000166340	TPP1	Predicted mitochondrial	fn	PANNZER
E9PPE0	ENSG00000167792	NDUFV1	Known mitochondrial	fn	PANNZER
E9PPG7	ENSG00000093144	ECHDC1	Known mitochondrial	fn	PANNZER
E9PPJ7	ENSG00000137500	CCDC90B	Known mitochondrial	fn	PANNZER
E9PPP2	ENSG00000086991	NOX4	Known mitochondrial	fn	PANNZER
E9PPP9	ENSG00000197580	BCO2	Known mitochondrial	fn	PANNZER
E9PPU1	ENSG00000149273	RPS3	Known mitochondrial	fn	PANNZER
E9PPW6	ENSG00000168958	MFF	Known mitochondrial	fn	PANNZER
E9PPX6	ENSG00000123472	ATPAF1	Known mitochondrial	fn	PANNZER
E9PQ96	ENSG00000149273	RPS3	Known mitochondrial	fn	PANNZER
E9PQA8	ENSG00000117054	ACADM	Known mitochondrial	fn	PANNZER
E9PQB6	ENSG00000174547	MRPL11	Known mitochondrial	fn	PANNZER
E9PQM0	ENSG00000110536	PTPMT1	Known mitochondrial	fn	PANNZER
E9PQR3	ENSG00000167996	FTH1	Predicted mitochondrial	fn	PANNZER
E9PQT5	ENSG00000152763	WDR78	Predicted mitochondrial	fn	PANNZER
E9PQU9	ENSG00000136874	STX17	Known mitochondrial	fn	PANNZER
E9PQW4	ENSG00000102882	MAPK3	Predicted mitochondrial	fn	PANNZER
E9PQX2	ENSG00000149273	RPS3	Known mitochondrial	fn	PANNZER
E9PQX4	ENSG00000182134	TDRKH	Predicted mitochondrial	fn	PANNZER
E9PR43	ENSG00000086991	NOX4	Known mitochondrial	fn	PANNZER
E9PR92	ENSG00000104442	ARMC1	Predicted mitochondrial	fn	PANNZER
E9PR99	ENSG00000148950	IMMP1L	Known mitochondrial	fn	PANNZER
E9PRA8	ENSG00000109846	CRYAB	Predicted mitochondrial	fn	PANNZER
E9PRB9	ENSG00000118363	SPCS2	Predicted mitochondrial	fn	PANNZER
E9PRC2	ENSG00000137500	CCDC90B	Known mitochondrial	fn	PANNZER
E9PRD2	ENSG00000149792	MRPL49	Known mitochondrial	fn	PANNZER
E9PRD4	ENSG00000101473	ACOT8	Predicted mitochondrial	fn	PANNZER
E9PRE7	ENSG00000173599	PC	Known mitochondrial	fn	PANNZER
E9PRJ2	ENSG00000166199	ALKBH3	Predicted mitochondrial	fn	PANNZER
E9PRJ5	ENSG00000151366	NDUFC2	Known mitochondrial	fn	PANNZER
E9PRK5	ENSG00000117640	MTFR1L	Known mitochondrial	fn	PANNZER
E9PRK8	ENSG00000167996	FTH1	Predicted mitochondrial	fn	PANNZER
E9PRL5	ENSG00000213593	TMX2	Predicted mitochondrial	fn	PANNZER
E9PRQ6	ENSG00000075239	ACAT1	Known mitochondrial	fn	PANNZER
E9PRR0	ENSG00000156709	AIFM1	Known mitochondrial	fn	PANNZER
E9PRX4	ENSG00000117054	ACADM	Known mitochondrial	fn	PANNZER
E9PS48	ENSG00000213619	NDUFS3	Known mitochondrial	fn	PANNZER
E9PS68	ENSG00000173599	PC	Known mitochondrial	fn	PANNZER
E9PS89	ENSG00000197580	BCO2	Known mitochondrial	fn	PANNZER
E9PSD3	ENSG00000172500	FIBP	Known mitochondrial	fn	PANNZER
E9PSF0	ENSG00000213593	TMX2	Predicted mitochondrial	fn	PANNZER
E9PSF4	ENSG00000149273	RPS3	Known mitochondrial	fn	PANNZER
E9PSG6	ENSG00000137500	CCDC90B	Known mitochondrial	fn	PANNZER
F1LLU7	ENSG00000198721	ECI2	Known mitochondrial	fn	PANNZER
F1T0C9	ENSG00000165588	OTX2	Known mitochondrial	fn	PANNZER
F2Z297	ENSG00000103202	NME4	Known mitochondrial	fn	PANNZER
F2Z2A9	ENSG00000114383	TUSC2	Predicted mitochondrial	fn	PANNZER
F2Z2B0	ENSG00000132286	TIMM10B	Known mitochondrial	fn	PANNZER
F2Z2C3	ENSG00000099968	BCL2L13	Predicted mitochondrial	fn	PANNZER
F2Z2C5	ENSG00000095321	CRAT	Known mitochondrial	fn	PANNZER
F2Z2C6	ENSG00000170906	NDUFA3	Known mitochondrial	fn	PANNZER
F2Z2D1	ENSG00000106603	COA1	Known mitochondrial	fn	PANNZER
F2Z2D3	ENSG00000157036	EXOG	Known mitochondrial	fn	PANNZER
F2Z2D6	ENSG00000093144	ECHDC1	Known mitochondrial	fn	PANNZER
F2Z2E3	ENSG00000091140	DLD	Known mitochondrial	fn	PANNZER
F2Z2E7	ENSG00000244005	NFS1	Known mitochondrial	fn	PANNZER
F2Z2F0	ENSG00000114735	HEMK1	Predicted mitochondrial	fn	PANNZER
F2Z2I8	ENSG00000165283	STOML2	Known mitochondrial	fn	PANNZER
F2Z2J2	ENSG00000172113	NME6	Known mitochondrial	fn	PANNZER
F2Z2J3	ENSG00000106603	COA1	Known mitochondrial	fn	PANNZER
F2Z2K7	ENSG00000159111	MRPL10	Known mitochondrial	fn	PANNZER
F2Z2L1	ENSG00000101337	TM9SF4	Predicted mitochondrial	fn	PANNZER
F2Z2N0	ENSG00000147576	ADHFE1	Known mitochondrial	fn	PANNZER
F2Z2P2	ENSG00000167065	DUSP18	Known mitochondrial	fn	PANNZER
F2Z2Q0	ENSG00000160221	C21orf33	Known mitochondrial	fn	PANNZER
F2Z2Q1	ENSG00000137274	BPHL	Predicted mitochondrial	fn	PANNZER
F2Z2Q6	ENSG00000060971	ACAA1	Predicted mitochondrial	fn	PANNZER
F2Z2R4	ENSG00000182150	ERCC6L2	Known mitochondrial	fn	PANNZER
F2Z2S8	ENSG00000149273	RPS3	Known mitochondrial	fn	PANNZER
F2Z2X0	ENSG00000103202	NME4	Known mitochondrial	fn	PANNZER
F2Z2Z1	ENSG00000197150	ABCB8	Known mitochondrial	fn	PANNZER
F2Z2Z7	ENSG00000078070	MCCC1	Known mitochondrial	fn	PANNZER
F2Z2Z9	ENSG00000102024	PLS3	Predicted mitochondrial	fn	PANNZER
F2Z316	ENSG00000196236	XPNPEP3	Known mitochondrial	fn	PANNZER
F2Z324	ENSG00000144908	ALDH1L1	Known mitochondrial	fn	PANNZER
F2Z340	ENSG00000100116	GCAT	Known mitochondrial	fn	PANNZER
F2Z354	ENSG00000102743	SLC25A15	Known mitochondrial	fn	PANNZER
F2Z361	ENSG00000120333	MRPS14	Known mitochondrial	fn	PANNZER
F2Z385	ENSG00000173681	CXorf23	Predicted mitochondrial	fn	PANNZER
F2Z391	ENSG00000100678	SLC8A3	Known mitochondrial	fn	PANNZER
F2Z3A7	ENSG00000205981	DNAJC19	Known mitochondrial	fn	PANNZER
F2Z3C0	ENSG00000170889	RPS9	Predicted mitochondrial	fn	PANNZER
F2Z3D8	ENSG00000147576	ADHFE1	Known mitochondrial	fn	PANNZER
F2Z3E2	ENSG00000078070	MCCC1	Known mitochondrial	fn	PANNZER
F2Z3E5	ENSG00000147576	ADHFE1	Known mitochondrial	fn	PANNZER
F2Z3E8	ENSG00000138363	ATIC	Predicted mitochondrial	fn	PANNZER
F2Z3G6	ENSG00000204427	ABHD16A	Predicted mitochondrial	fn	PANNZER
F2Z3G8	ENSG00000197150	ABCB8	Known mitochondrial	fn	PANNZER
F2Z3H2	ENSG00000204427	ABHD16A	Predicted mitochondrial	fn	PANNZER
F2Z3L7	ENSG00000165028	NIPSNAP3B	Predicted mitochondrial	fn	PANNZER
F2Z3P7	ENSG00000060971	ACAA1	Predicted mitochondrial	fn	PANNZER
F2Z3P9	ENSG00000065518	NDUFB4	Known mitochondrial	fn	PANNZER
F2Z3Q3	ENSG00000204427	ABHD16A	Predicted mitochondrial	fn	PANNZER
F2Z3Q4	ENSG00000075303	SLC25A40	Known mitochondrial	fn	PANNZER
F5GWB4	ENSG00000175581	MRPL48	Known mitochondrial	fn	PANNZER
F5GWL3	ENSG00000183747	ACSM2A	Known mitochondrial	fn	PANNZER
F5GWX2	ENSG00000013583	HEBP1	Known mitochondrial	fn	PANNZER
F5GWZ1	ENSG00000157326	DHRS4	Predicted mitochondrial	fn	PANNZER
F5GX14	ENSG00000110917	MLEC	Predicted mitochondrial	fn	PANNZER
F5GX45	ENSG00000175567	UCP2	Known mitochondrial	fn	PANNZER
F5GX99	ENSG00000162129	CLPB	Known mitochondrial	fn	PANNZER
F5GXG4	ENSG00000247077	PGAM5	Known mitochondrial	fn	PANNZER
F5GXJ1	ENSG00000115286	NDUFS7	Known mitochondrial	fn	PANNZER
F5GXZ9	ENSG00000112096	SOD2	Known mitochondrial	fn	PANNZER
F5GY37	ENSG00000215021	PHB2	Known mitochondrial	fn	PANNZER
F5GYA2	ENSG00000076248	UNG	Known mitochondrial	fn	PANNZER
F5GYG5	ENSG00000076043	REXO2	Known mitochondrial	fn	PANNZER
F5GYK7	ENSG00000115159	GPD2	Known mitochondrial	fn	PANNZER
F5GYS3	ENSG00000002330	BAD	Known mitochondrial	fn	PANNZER
F5GYT8	ENSG00000078070	MCCC1	Known mitochondrial	fn	PANNZER
F5GZH8	ENSG00000175581	MRPL48	Known mitochondrial	fn	PANNZER
F5GZQ3	ENSG00000138029	HADHB	Known mitochondrial	fn	PANNZER
F5GZT7	ENSG00000143224	PPOX	Known mitochondrial	fn	PANNZER
F5GZV7	ENSG00000139190	VAMP1	Known mitochondrial	fn	PANNZER
F5H079	ENSG00000139428	MMAB	Known mitochondrial	fn	PANNZER
F5H0C1	ENSG00000139428	MMAB	Known mitochondrial	fn	PANNZER
F5H0C5	ENSG00000215021	PHB2	Known mitochondrial	fn	PANNZER
F5H0J3	ENSG00000139180	NDUFA9	Known mitochondrial	fn	PANNZER
F5H0R2	ENSG00000121310	ECHDC2	Known mitochondrial	fn	PANNZER
F5H120	ENSG00000004478	FKBP4	Known mitochondrial	fn	PANNZER
F5H143	ENSG00000186642	PDE2A	Known mitochondrial	fn	PANNZER
F5H168	ENSG00000177192	PUS1	Known mitochondrial	fn	PANNZER
F5H189	ENSG00000214113	LYRM4	Known mitochondrial	fn	PANNZER
F5H1I5	ENSG00000143224	PPOX	Known mitochondrial	fn	PANNZER
F5H1S9	ENSG00000177192	PUS1	Known mitochondrial	fn	PANNZER
F5H2D2	ENSG00000215021	PHB2	Known mitochondrial	fn	PANNZER
F5H2F4	ENSG00000100714	MTHFD1	Predicted mitochondrial	fn	PANNZER
F5H2G6	ENSG00000176715	ACSF3	Known mitochondrial	fn	PANNZER
F5H2K9	ENSG00000121310	ECHDC2	Known mitochondrial	fn	PANNZER
F5H2R8	ENSG00000186642	PDE2A	Known mitochondrial	fn	PANNZER
F5H2V7	ENSG00000186642	PDE2A	Known mitochondrial	fn	PANNZER
F5H2Z0	ENSG00000186642	PDE2A	Known mitochondrial	fn	PANNZER
F5H3L0	ENSG00000197345	MRPL21	Known mitochondrial	fn	PANNZER
F5H3P6	ENSG00000149485	FADS1	Known mitochondrial	fn	PANNZER
F5H3U5	ENSG00000149485	FADS1	Known mitochondrial	fn	PANNZER
F5H3Z7	ENSG00000186642	PDE2A	Known mitochondrial	fn	PANNZER
F5H408	ENSG00000121310	ECHDC2	Known mitochondrial	fn	PANNZER
F5H4A2	ENSG00000175581	MRPL48	Known mitochondrial	fn	PANNZER
F5H4C9	ENSG00000174099	MSRB3	Known mitochondrial	fn	PANNZER
F5H4N4	ENSG00000176894	PXMP2	Predicted mitochondrial	fn	PANNZER
F5H4R5	ENSG00000197345	MRPL21	Known mitochondrial	fn	PANNZER
F5H4T4	ENSG00000167985	SDHAF2	Known mitochondrial	fn	PANNZER
F5H4W3	ENSG00000121310	ECHDC2	Known mitochondrial	fn	PANNZER
F5H4Z7	ENSG00000139428	MMAB	Known mitochondrial	fn	PANNZER
F5H509	ENSG00000214253	FIS1	Known mitochondrial	fn	PANNZER
F5H562	ENSG00000123191	ATP7B	Known mitochondrial	fn	PANNZER
F5H5A1	ENSG00000176715	ACSF3	Known mitochondrial	fn	PANNZER
F5H5I6	ENSG00000132463	GRSF1	Known mitochondrial	fn	PANNZER
F5H5N1	ENSG00000115286	NDUFS7	Known mitochondrial	fn	PANNZER
F5H5N2	ENSG00000136003	ISCU	Known mitochondrial	fn	PANNZER
F5H608	ENSG00000167863	ATP5H	Known mitochondrial	fn	PANNZER
F5H612	ENSG00000061794	MRPS35	Known mitochondrial	fn	PANNZER
F5H613	ENSG00000008394	MGST1	Predicted mitochondrial	fn	PANNZER
F5H623	ENSG00000134905	CARS2	Known mitochondrial	fn	PANNZER
F5H672	ENSG00000136003	ISCU	Known mitochondrial	fn	PANNZER
F5H6D6	ENSG00000151148	UBE3B	Predicted mitochondrial	fn	PANNZER
F5H6G9	ENSG00000174099	MSRB3	Known mitochondrial	fn	PANNZER
F5H6P8	ENSG00000076043	REXO2	Known mitochondrial	fn	PANNZER
F5H702	ENSG00000175581	MRPL48	Known mitochondrial	fn	PANNZER
F5H717	ENSG00000175581	MRPL48	Known mitochondrial	fn	PANNZER
F5H736	ENSG00000115286	NDUFS7	Known mitochondrial	fn	PANNZER
F5H748	ENSG00000123191	ATP7B	Known mitochondrial	fn	PANNZER
F5H784	ENSG00000076043	REXO2	Known mitochondrial	fn	PANNZER
F5H7F8	ENSG00000111737	RAB35	Known mitochondrial	fn	PANNZER
F5H7P1	ENSG00000076043	REXO2	Known mitochondrial	fn	PANNZER
F5H7V8	ENSG00000197345	MRPL21	Known mitochondrial	fn	PANNZER
F5H825	ENSG00000143224	PPOX	Known mitochondrial	fn	PANNZER
F5H8A8	ENSG00000214253	FIS1	Known mitochondrial	fn	PANNZER
F5H8D0	ENSG00000175581	MRPL48	Known mitochondrial	fn	PANNZER
F5H8E2	ENSG00000167985	SDHAF2	Known mitochondrial	fn	PANNZER
F6R0H4	ENSG00000132153	DHX30	Known mitochondrial	fn	PANNZER
F6RGN5	ENSG00000183048	SLC25A10	Known mitochondrial	fn	PANNZER
F6RJU0	ENSG00000121310	ECHDC2	Known mitochondrial	fn	PANNZER
F6RWC2	ENSG00000100445	SDR39U1	Predicted mitochondrial	fn	PANNZER
F6S289	ENSG00000049883	PTCD2	Known mitochondrial	fn	PANNZER
F6S7Q7	ENSG00000143374	TARS2	Known mitochondrial	fn	PANNZER
F6S8N6	ENSG00000120265	PCMT1	Predicted mitochondrial	fn	PANNZER
F6SDC8	ENSG00000114120	SLC25A36	Known mitochondrial	fn	PANNZER
F6SL11	ENSG00000102078	SLC25A14	Known mitochondrial	fn	PANNZER
F6T1Q0	ENSG00000174840	PDE12	Known mitochondrial	fn	PANNZER
F6TB26	ENSG00000182134	TDRKH	Predicted mitochondrial	fn	PANNZER
F6TLX2	ENSG00000167699	GLOD4	Known mitochondrial	fn	PANNZER
F6UTR7	ENSG00000101019	UQCC1	Known mitochondrial	fn	PANNZER
F6V6Z1	ENSG00000117791	Mar-02	Known mitochondrial	fn	PANNZER
F6VBM3	ENSG00000101473	ACOT8	Predicted mitochondrial	fn	PANNZER
F6VI00	ENSG00000119673	ACOT2	Known mitochondrial	fn	PANNZER
F6VJB4	ENSG00000099968	BCL2L13	Predicted mitochondrial	fn	PANNZER
F6WGP0	ENSG00000132423	COQ3	Known mitochondrial	fn	PANNZER
F6XC58	ENSG00000159445	THEM4	Known mitochondrial	fn	PANNZER
F6XEV2	ENSG00000107745	MICU1	Known mitochondrial	fn	PANNZER
F6Y2X3	ENSG00000102125	TAZ	Known mitochondrial	fn	PANNZER
F8VNS3	ENSG00000151093	OXSM	Known mitochondrial	fn	PANNZER
F8VP71	ENSG00000050426	LETMD1	Predicted mitochondrial	fn	PANNZER
F8VP73	ENSG00000135441	BLOC1S1	Known mitochondrial	fn	PANNZER
F8VPA7	ENSG00000123297	TSFM	Known mitochondrial	fn	PANNZER
F8VPC7	ENSG00000166598	HSP90B1	Predicted mitochondrial	fn	PANNZER
F8VPM6	ENSG00000138346	DNA2	Known mitochondrial	fn	PANNZER
F8VPP1	ENSG00000004455	AK2	Known mitochondrial	fn	PANNZER
F8VQQ8	ENSG00000177889	UBE2N	Predicted mitochondrial	fn	PANNZER
F8VQY6	ENSG00000089157	RPLP0	Predicted mitochondrial	fn	PANNZER
F8VR05	ENSG00000139644	TMBIM6	Predicted mitochondrial	fn	PANNZER
F8VR28	ENSG00000087470	DNM1L	Known mitochondrial	fn	PANNZER
F8VR31	ENSG00000138346	DNA2	Known mitochondrial	fn	PANNZER
F8VR35	ENSG00000050426	LETMD1	Predicted mitochondrial	fn	PANNZER
F8VR82	ENSG00000186298	PPP1CC	Predicted mitochondrial	fn	PANNZER
F8VR84	ENSG00000139637	C12orf10	Known mitochondrial	fn	PANNZER
F8VRD8	ENSG00000184752	NDUFA12	Known mitochondrial	fn	PANNZER
F8VRK7	ENSG00000089157	RPLP0	Predicted mitochondrial	fn	PANNZER
F8VRL7	ENSG00000110911	SLC11A2	Known mitochondrial	fn	PANNZER
F8VRN3	ENSG00000111647	UHRF1BP1L	Predicted mitochondrial	fn	PANNZER
F8VRU3	ENSG00000257218	GATC	Known mitochondrial	fn	PANNZER
F8VRY4	ENSG00000139324	TMTC3	Predicted mitochondrial	fn	PANNZER
F8VS27	ENSG00000123297	TSFM	Known mitochondrial	fn	PANNZER
F8VSB0	ENSG00000111275	ALDH2	Known mitochondrial	fn	PANNZER
F8VSD4	ENSG00000177889	UBE2N	Predicted mitochondrial	fn	PANNZER
F8VSE8	ENSG00000167588	GPD1	Predicted mitochondrial	fn	PANNZER
F8VTQ9	ENSG00000133687	TMTC1	Predicted mitochondrial	fn	PANNZER
F8VU90	ENSG00000134285	FKBP11	Predicted mitochondrial	fn	PANNZER
F8VUC8	ENSG00000089127	OAS1	Predicted mitochondrial	fn	PANNZER
F8VUZ8	ENSG00000050426	LETMD1	Predicted mitochondrial	fn	PANNZER
F8VV71	ENSG00000177889	UBE2N	Predicted mitochondrial	fn	PANNZER
F8VVM2	ENSG00000075415	SLC25A3	Known mitochondrial	fn	PANNZER
F8VVR0	ENSG00000198015	MRPL42	Known mitochondrial	fn	PANNZER
F8VVY4	ENSG00000062485	CS	Known mitochondrial	fn	PANNZER
F8VW41	ENSG00000179364	PACS2	Known mitochondrial	fn	PANNZER
F8VW44	ENSG00000089060	SLC8B1	Known mitochondrial	fn	PANNZER
F8VWQ0	ENSG00000075415	SLC25A3	Known mitochondrial	fn	PANNZER
F8VWQ5	ENSG00000062485	CS	Known mitochondrial	fn	PANNZER
F8VWS0	ENSG00000089157	RPLP0	Predicted mitochondrial	fn	PANNZER
F8VX56	ENSG00000139531	SUOX	Known mitochondrial	fn	PANNZER
F8VXI1	ENSG00000184752	NDUFA12	Known mitochondrial	fn	PANNZER
F8VXK0	ENSG00000134285	FKBP11	Predicted mitochondrial	fn	PANNZER
F8VXQ4	ENSG00000050426	LETMD1	Predicted mitochondrial	fn	PANNZER
F8VXU8	ENSG00000133687	TMTC1	Predicted mitochondrial	fn	PANNZER
F8VXY3	ENSG00000089127	OAS1	Predicted mitochondrial	fn	PANNZER
F8VY00	ENSG00000075415	SLC25A3	Known mitochondrial	fn	PANNZER
F8VY04	ENSG00000004455	AK2	Known mitochondrial	fn	PANNZER
F8VYE8	ENSG00000186298	PPP1CC	Predicted mitochondrial	fn	PANNZER
F8VYH5	ENSG00000075415	SLC25A3	Known mitochondrial	fn	PANNZER
F8VYL3	ENSG00000087470	DNM1L	Known mitochondrial	fn	PANNZER
F8VYN4	ENSG00000089157	RPLP0	Predicted mitochondrial	fn	PANNZER
F8VYR5	ENSG00000062582	MRPS24	Known mitochondrial	fn	PANNZER
F8VZ29	ENSG00000177889	UBE2N	Predicted mitochondrial	fn	PANNZER
F8VZG5	ENSG00000004455	AK2	Known mitochondrial	fn	PANNZER
F8VZR8	ENSG00000151413	NUBPL	Known mitochondrial	fn	PANNZER
F8W041	ENSG00000135390	ATP5G2	Known mitochondrial	fn	PANNZER
F8W0F6	ENSG00000167552	TUBA1A	Predicted mitochondrial	fn	PANNZER
F8W0J2	ENSG00000062485	CS	Known mitochondrial	fn	PANNZER
F8W0W8	ENSG00000186298	PPP1CC	Predicted mitochondrial	fn	PANNZER
F8W134	ENSG00000089060	SLC8B1	Known mitochondrial	fn	PANNZER
F8W1A4	ENSG00000004455	AK2	Known mitochondrial	fn	PANNZER
F8W1D8	ENSG00000110911	SLC11A2	Known mitochondrial	fn	PANNZER
F8W1I9	ENSG00000111271	ACAD10	Known mitochondrial	fn	PANNZER
F8W1K8	ENSG00000089157	RPLP0	Predicted mitochondrial	fn	PANNZER
F8W1P7	ENSG00000110911	SLC11A2	Known mitochondrial	fn	PANNZER
F8W1U1	ENSG00000050426	LETMD1	Predicted mitochondrial	fn	PANNZER
F8W1V3	ENSG00000139644	TMBIM6	Predicted mitochondrial	fn	PANNZER
F8W1Z2	ENSG00000050426	LETMD1	Predicted mitochondrial	fn	PANNZER
F8W606	ENSG00000135441	BLOC1S1	Known mitochondrial	fn	PANNZER
