Protein	Gene.ID	Gene	Status	Guess	Alg
E9PMQ8	ENSG00000156709	AIFM1	Known mitochondrial	fn	FRENKI
E9PN17	ENSG00000167283	ATP5L	Known mitochondrial	fn	FRENKI
E9PN35	ENSG00000166199	ALKBH3	Predicted mitochondrial	fn	FRENKI
E9PN58	ENSG00000142082	SIRT3	Known mitochondrial	fn	FRENKI
E9PNE6	ENSG00000109971	HSPA8	Predicted mitochondrial	fn	FRENKI
E9PNF1	ENSG00000149792	MRPL49	Known mitochondrial	fn	FRENKI
E9PNI8	ENSG00000137500	CCDC90B	Known mitochondrial	fn	FRENKI
E9PNK9	ENSG00000110074	FOXRED1	Known mitochondrial	fn	FRENKI
E9PNL1	ENSG00000105135	ILVBL	Predicted mitochondrial	fn	FRENKI
E9PNN3	ENSG00000150787	PTS	Predicted mitochondrial	fn	FRENKI
E9PNY0	ENSG00000132781	MUTYH	Predicted mitochondrial	fn	FRENKI
E9PP30	ENSG00000132781	MUTYH	Predicted mitochondrial	fn	FRENKI
E9PP36	ENSG00000161016	RPL8	Predicted mitochondrial	fn	FRENKI
E9PP78	ENSG00000110074	FOXRED1	Known mitochondrial	fn	FRENKI
E9PPA4	ENSG00000166340	TPP1	Predicted mitochondrial	fn	FRENKI
E9PPE0	ENSG00000167792	NDUFV1	Known mitochondrial	fn	FRENKI
E9PPG7	ENSG00000093144	ECHDC1	Known mitochondrial	fn	FRENKI
E9PPJ7	ENSG00000137500	CCDC90B	Known mitochondrial	fn	FRENKI
E9PPP2	ENSG00000086991	NOX4	Known mitochondrial	fn	FRENKI
E9PPP9	ENSG00000197580	BCO2	Known mitochondrial	fn	FRENKI
E9PPU1	ENSG00000149273	RPS3	Known mitochondrial	fn	FRENKI
E9PPW6	ENSG00000168958	MFF	Known mitochondrial	fn	FRENKI
E9PPX6	ENSG00000123472	ATPAF1	Known mitochondrial	fn	FRENKI
E9PQ96	ENSG00000149273	RPS3	Known mitochondrial	fn	FRENKI
E9PQA8	ENSG00000117054	ACADM	Known mitochondrial	fn	FRENKI
E9PQB6	ENSG00000174547	MRPL11	Known mitochondrial	fn	FRENKI
E9PQM0	ENSG00000110536	PTPMT1	Known mitochondrial	fn	FRENKI
E9PQR3	ENSG00000167996	FTH1	Predicted mitochondrial	fn	FRENKI
E9PQT5	ENSG00000152763	WDR78	Predicted mitochondrial	fn	FRENKI
E9PQU9	ENSG00000136874	STX17	Known mitochondrial	fn	FRENKI
E9PQW4	ENSG00000102882	MAPK3	Predicted mitochondrial	fn	FRENKI
E9PQX2	ENSG00000149273	RPS3	Known mitochondrial	fn	FRENKI
E9PQX4	ENSG00000182134	TDRKH	Predicted mitochondrial	fn	FRENKI
E9PR43	ENSG00000086991	NOX4	Known mitochondrial	fn	FRENKI
E9PR92	ENSG00000104442	ARMC1	Predicted mitochondrial	fn	FRENKI
E9PR99	ENSG00000148950	IMMP1L	Known mitochondrial	fn	FRENKI
E9PRA8	ENSG00000109846	CRYAB	Predicted mitochondrial	fn	FRENKI
E9PRB9	ENSG00000118363	SPCS2	Predicted mitochondrial	fn	FRENKI
E9PRC2	ENSG00000137500	CCDC90B	Known mitochondrial	fn	FRENKI
E9PRD2	ENSG00000149792	MRPL49	Known mitochondrial	fn	FRENKI
E9PRD4	ENSG00000101473	ACOT8	Predicted mitochondrial	fn	FRENKI
E9PRE7	ENSG00000173599	PC	Known mitochondrial	fn	FRENKI
E9PRJ2	ENSG00000166199	ALKBH3	Predicted mitochondrial	fn	FRENKI
E9PRJ5	ENSG00000151366	NDUFC2	Known mitochondrial	fn	FRENKI
E9PRK5	ENSG00000117640	MTFR1L	Known mitochondrial	fn	FRENKI
E9PRK8	ENSG00000167996	FTH1	Predicted mitochondrial	fn	FRENKI
E9PRL5	ENSG00000213593	TMX2	Predicted mitochondrial	fn	FRENKI
E9PRQ6	ENSG00000075239	ACAT1	Known mitochondrial	fn	FRENKI
E9PRR0	ENSG00000156709	AIFM1	Known mitochondrial	fn	FRENKI
E9PRX4	ENSG00000117054	ACADM	Known mitochondrial	fn	FRENKI
E9PS48	ENSG00000213619	NDUFS3	Known mitochondrial	fn	FRENKI
E9PS68	ENSG00000173599	PC	Known mitochondrial	fn	FRENKI
E9PS89	ENSG00000197580	BCO2	Known mitochondrial	fn	FRENKI
E9PSD3	ENSG00000172500	FIBP	Known mitochondrial	fn	FRENKI
E9PSF0	ENSG00000213593	TMX2	Predicted mitochondrial	fn	FRENKI
E9PSF4	ENSG00000149273	RPS3	Known mitochondrial	fn	FRENKI
E9PSG6	ENSG00000137500	CCDC90B	Known mitochondrial	fn	FRENKI
F1LLU7	ENSG00000198721	ECI2	Known mitochondrial	fn	FRENKI
F1T0C9	ENSG00000165588	OTX2	Known mitochondrial	fn	FRENKI
F2Z297	ENSG00000103202	NME4	Known mitochondrial	fn	FRENKI
F2Z2A9	ENSG00000114383	TUSC2	Predicted mitochondrial	fn	FRENKI
F2Z2B0	ENSG00000132286	TIMM10B	Known mitochondrial	fn	FRENKI
F2Z2C3	ENSG00000099968	BCL2L13	Predicted mitochondrial	fn	FRENKI
F2Z2C5	ENSG00000095321	CRAT	Known mitochondrial	fn	FRENKI
F2Z2C6	ENSG00000170906	NDUFA3	Known mitochondrial	fn	FRENKI
F2Z2D1	ENSG00000106603	COA1	Known mitochondrial	fn	FRENKI
F2Z2D3	ENSG00000157036	EXOG	Known mitochondrial	fn	FRENKI
F2Z2D6	ENSG00000093144	ECHDC1	Known mitochondrial	fn	FRENKI
F2Z2E3	ENSG00000091140	DLD	Known mitochondrial	fn	FRENKI
F2Z2E7	ENSG00000244005	NFS1	Known mitochondrial	fn	FRENKI
F2Z2F0	ENSG00000114735	HEMK1	Predicted mitochondrial	fn	FRENKI
F2Z2I8	ENSG00000165283	STOML2	Known mitochondrial	fn	FRENKI
F2Z2J2	ENSG00000172113	NME6	Known mitochondrial	fn	FRENKI
F2Z2J3	ENSG00000106603	COA1	Known mitochondrial	fn	FRENKI
F2Z2K7	ENSG00000159111	MRPL10	Known mitochondrial	fn	FRENKI
F2Z2L1	ENSG00000101337	TM9SF4	Predicted mitochondrial	fn	FRENKI
F2Z2N0	ENSG00000147576	ADHFE1	Known mitochondrial	fn	FRENKI
F2Z2P2	ENSG00000167065	DUSP18	Known mitochondrial	fn	FRENKI
F2Z2Q0	ENSG00000160221	C21orf33	Known mitochondrial	fn	FRENKI
F2Z2Q1	ENSG00000137274	BPHL	Predicted mitochondrial	fn	FRENKI
F2Z2Q6	ENSG00000060971	ACAA1	Predicted mitochondrial	fn	FRENKI
F2Z2R4	ENSG00000182150	ERCC6L2	Known mitochondrial	fn	FRENKI
F2Z2S8	ENSG00000149273	RPS3	Known mitochondrial	fn	FRENKI
F2Z2X0	ENSG00000103202	NME4	Known mitochondrial	fn	FRENKI
F2Z2Z1	ENSG00000197150	ABCB8	Known mitochondrial	fn	FRENKI
F2Z2Z7	ENSG00000078070	MCCC1	Known mitochondrial	fn	FRENKI
F2Z2Z9	ENSG00000102024	PLS3	Predicted mitochondrial	fn	FRENKI
F2Z316	ENSG00000196236	XPNPEP3	Known mitochondrial	fn	FRENKI
F2Z324	ENSG00000144908	ALDH1L1	Known mitochondrial	fn	FRENKI
F2Z340	ENSG00000100116	GCAT	Known mitochondrial	fn	FRENKI
F2Z354	ENSG00000102743	SLC25A15	Known mitochondrial	fn	FRENKI
F2Z361	ENSG00000120333	MRPS14	Known mitochondrial	fn	FRENKI
F2Z385	ENSG00000173681	CXorf23	Predicted mitochondrial	fn	FRENKI
F2Z391	ENSG00000100678	SLC8A3	Known mitochondrial	fn	FRENKI
F2Z3A7	ENSG00000205981	DNAJC19	Known mitochondrial	fn	FRENKI
F2Z3C0	ENSG00000170889	RPS9	Predicted mitochondrial	fn	FRENKI
F2Z3D8	ENSG00000147576	ADHFE1	Known mitochondrial	fn	FRENKI
F2Z3E2	ENSG00000078070	MCCC1	Known mitochondrial	fn	FRENKI
F2Z3E5	ENSG00000147576	ADHFE1	Known mitochondrial	fn	FRENKI
F2Z3E8	ENSG00000138363	ATIC	Predicted mitochondrial	fn	FRENKI
F2Z3G6	ENSG00000204427	ABHD16A	Predicted mitochondrial	fn	FRENKI
F2Z3G8	ENSG00000197150	ABCB8	Known mitochondrial	fn	FRENKI
F2Z3H2	ENSG00000204427	ABHD16A	Predicted mitochondrial	fn	FRENKI
F2Z3L7	ENSG00000165028	NIPSNAP3B	Predicted mitochondrial	fn	FRENKI
F2Z3P7	ENSG00000060971	ACAA1	Predicted mitochondrial	fn	FRENKI
F2Z3P9	ENSG00000065518	NDUFB4	Known mitochondrial	fn	FRENKI
F2Z3Q3	ENSG00000204427	ABHD16A	Predicted mitochondrial	fn	FRENKI
F2Z3Q4	ENSG00000075303	SLC25A40	Known mitochondrial	fn	FRENKI
F5GWB4	ENSG00000175581	MRPL48	Known mitochondrial	fn	FRENKI
F5GWL3	ENSG00000183747	ACSM2A	Known mitochondrial	fn	FRENKI
F5GWX2	ENSG00000013583	HEBP1	Known mitochondrial	fn	FRENKI
F5GWZ1	ENSG00000157326	DHRS4	Predicted mitochondrial	fn	FRENKI
F5GX14	ENSG00000110917	MLEC	Predicted mitochondrial	fn	FRENKI
F5GX45	ENSG00000175567	UCP2	Known mitochondrial	fn	FRENKI
F5GX99	ENSG00000162129	CLPB	Known mitochondrial	fn	FRENKI
F5GXG4	ENSG00000247077	PGAM5	Known mitochondrial	fn	FRENKI
F5GXJ1	ENSG00000115286	NDUFS7	Known mitochondrial	fn	FRENKI
F5GXZ9	ENSG00000112096	SOD2	Known mitochondrial	fn	FRENKI
F5GY37	ENSG00000215021	PHB2	Known mitochondrial	fn	FRENKI
F5GYA2	ENSG00000076248	UNG	Known mitochondrial	fn	FRENKI
F5GYG5	ENSG00000076043	REXO2	Known mitochondrial	fn	FRENKI
F5GYK7	ENSG00000115159	GPD2	Known mitochondrial	fn	FRENKI
F5GYS3	ENSG00000002330	BAD	Known mitochondrial	fn	FRENKI
F5GYT8	ENSG00000078070	MCCC1	Known mitochondrial	fn	FRENKI
F5GZH8	ENSG00000175581	MRPL48	Known mitochondrial	fn	FRENKI
F5GZQ3	ENSG00000138029	HADHB	Known mitochondrial	fn	FRENKI
F5GZT7	ENSG00000143224	PPOX	Known mitochondrial	fn	FRENKI
F5GZV7	ENSG00000139190	VAMP1	Known mitochondrial	fn	FRENKI
F5H079	ENSG00000139428	MMAB	Known mitochondrial	fn	FRENKI
F5H0C1	ENSG00000139428	MMAB	Known mitochondrial	fn	FRENKI
F5H0C5	ENSG00000215021	PHB2	Known mitochondrial	fn	FRENKI
F5H0J3	ENSG00000139180	NDUFA9	Known mitochondrial	fn	FRENKI
F5H0R2	ENSG00000121310	ECHDC2	Known mitochondrial	fn	FRENKI
F5H120	ENSG00000004478	FKBP4	Known mitochondrial	fn	FRENKI
F5H143	ENSG00000186642	PDE2A	Known mitochondrial	fn	FRENKI
F5H168	ENSG00000177192	PUS1	Known mitochondrial	fn	FRENKI
F5H189	ENSG00000214113	LYRM4	Known mitochondrial	fn	FRENKI
F5H1I5	ENSG00000143224	PPOX	Known mitochondrial	fn	FRENKI
F5H1S9	ENSG00000177192	PUS1	Known mitochondrial	fn	FRENKI
F5H2D2	ENSG00000215021	PHB2	Known mitochondrial	fn	FRENKI
F5H2F4	ENSG00000100714	MTHFD1	Predicted mitochondrial	fn	FRENKI
F5H2G6	ENSG00000176715	ACSF3	Known mitochondrial	fn	FRENKI
F5H2K9	ENSG00000121310	ECHDC2	Known mitochondrial	fn	FRENKI
F5H2R8	ENSG00000186642	PDE2A	Known mitochondrial	fn	FRENKI
F5H2V7	ENSG00000186642	PDE2A	Known mitochondrial	fn	FRENKI
F5H2Z0	ENSG00000186642	PDE2A	Known mitochondrial	fn	FRENKI
F5H3L0	ENSG00000197345	MRPL21	Known mitochondrial	fn	FRENKI
F5H3P6	ENSG00000149485	FADS1	Known mitochondrial	fn	FRENKI
F5H3U5	ENSG00000149485	FADS1	Known mitochondrial	fn	FRENKI
F5H3Z7	ENSG00000186642	PDE2A	Known mitochondrial	fn	FRENKI
F5H408	ENSG00000121310	ECHDC2	Known mitochondrial	fn	FRENKI
F5H4A2	ENSG00000175581	MRPL48	Known mitochondrial	fn	FRENKI
F5H4C9	ENSG00000174099	MSRB3	Known mitochondrial	fn	FRENKI
F5H4N4	ENSG00000176894	PXMP2	Predicted mitochondrial	fn	FRENKI
F5H4R5	ENSG00000197345	MRPL21	Known mitochondrial	fn	FRENKI
F5H4T4	ENSG00000167985	SDHAF2	Known mitochondrial	fn	FRENKI
F5H4W3	ENSG00000121310	ECHDC2	Known mitochondrial	fn	FRENKI
F5H4Z7	ENSG00000139428	MMAB	Known mitochondrial	fn	FRENKI
F5H509	ENSG00000214253	FIS1	Known mitochondrial	fn	FRENKI
F5H562	ENSG00000123191	ATP7B	Known mitochondrial	fn	FRENKI
F5H5A1	ENSG00000176715	ACSF3	Known mitochondrial	fn	FRENKI
F5H5I6	ENSG00000132463	GRSF1	Known mitochondrial	fn	FRENKI
F5H5N1	ENSG00000115286	NDUFS7	Known mitochondrial	fn	FRENKI
F5H5N2	ENSG00000136003	ISCU	Known mitochondrial	fn	FRENKI
F5H608	ENSG00000167863	ATP5H	Known mitochondrial	fn	FRENKI
F5H612	ENSG00000061794	MRPS35	Known mitochondrial	fn	FRENKI
F5H613	ENSG00000008394	MGST1	Predicted mitochondrial	fn	FRENKI
F5H623	ENSG00000134905	CARS2	Known mitochondrial	fn	FRENKI
F5H672	ENSG00000136003	ISCU	Known mitochondrial	fn	FRENKI
F5H6D6	ENSG00000151148	UBE3B	Predicted mitochondrial	fn	FRENKI
F5H6G9	ENSG00000174099	MSRB3	Known mitochondrial	fn	FRENKI
F5H6P8	ENSG00000076043	REXO2	Known mitochondrial	fn	FRENKI
F5H702	ENSG00000175581	MRPL48	Known mitochondrial	fn	FRENKI
F5H717	ENSG00000175581	MRPL48	Known mitochondrial	fn	FRENKI
F5H736	ENSG00000115286	NDUFS7	Known mitochondrial	fn	FRENKI
F5H748	ENSG00000123191	ATP7B	Known mitochondrial	fn	FRENKI
F5H784	ENSG00000076043	REXO2	Known mitochondrial	fn	FRENKI
F5H7F8	ENSG00000111737	RAB35	Known mitochondrial	fn	FRENKI
F5H7P1	ENSG00000076043	REXO2	Known mitochondrial	fn	FRENKI
F5H7V8	ENSG00000197345	MRPL21	Known mitochondrial	fn	FRENKI
F5H825	ENSG00000143224	PPOX	Known mitochondrial	fn	FRENKI
F5H8A8	ENSG00000214253	FIS1	Known mitochondrial	fn	FRENKI
F5H8D0	ENSG00000175581	MRPL48	Known mitochondrial	fn	FRENKI
F5H8E2	ENSG00000167985	SDHAF2	Known mitochondrial	fn	FRENKI
F6R0H4	ENSG00000132153	DHX30	Known mitochondrial	fn	FRENKI
F6RGN5	ENSG00000183048	SLC25A10	Known mitochondrial	fn	FRENKI
F6RJU0	ENSG00000121310	ECHDC2	Known mitochondrial	fn	FRENKI
F6RWC2	ENSG00000100445	SDR39U1	Predicted mitochondrial	fn	FRENKI
F6S289	ENSG00000049883	PTCD2	Known mitochondrial	fn	FRENKI
F6S7Q7	ENSG00000143374	TARS2	Known mitochondrial	fn	FRENKI
F6S8N6	ENSG00000120265	PCMT1	Predicted mitochondrial	fn	FRENKI
F6SDC8	ENSG00000114120	SLC25A36	Known mitochondrial	fn	FRENKI
F6SL11	ENSG00000102078	SLC25A14	Known mitochondrial	fn	FRENKI
F6T1Q0	ENSG00000174840	PDE12	Known mitochondrial	fn	FRENKI
F6TB26	ENSG00000182134	TDRKH	Predicted mitochondrial	fn	FRENKI
F6TLX2	ENSG00000167699	GLOD4	Known mitochondrial	fn	FRENKI
F6UTR7	ENSG00000101019	UQCC1	Known mitochondrial	fn	FRENKI
F6V6Z1	ENSG00000117791	Mar-02	Known mitochondrial	fn	FRENKI
F6VBM3	ENSG00000101473	ACOT8	Predicted mitochondrial	fn	FRENKI
F6VI00	ENSG00000119673	ACOT2	Known mitochondrial	fn	FRENKI
F6VJB4	ENSG00000099968	BCL2L13	Predicted mitochondrial	fn	FRENKI
F6WGP0	ENSG00000132423	COQ3	Known mitochondrial	fn	FRENKI
F6XC58	ENSG00000159445	THEM4	Known mitochondrial	fn	FRENKI
F6XEV2	ENSG00000107745	MICU1	Known mitochondrial	fn	FRENKI
F6Y2X3	ENSG00000102125	TAZ	Known mitochondrial	fn	FRENKI
F8VNS3	ENSG00000151093	OXSM	Known mitochondrial	fn	FRENKI
F8VP71	ENSG00000050426	LETMD1	Predicted mitochondrial	fn	FRENKI
F8VP73	ENSG00000135441	BLOC1S1	Known mitochondrial	fn	FRENKI
F8VPA7	ENSG00000123297	TSFM	Known mitochondrial	fn	FRENKI
F8VPC7	ENSG00000166598	HSP90B1	Predicted mitochondrial	fn	FRENKI
F8VPM6	ENSG00000138346	DNA2	Known mitochondrial	fn	FRENKI
F8VPP1	ENSG00000004455	AK2	Known mitochondrial	fn	FRENKI
F8VQQ3	ENSG00000139637	C12orf10	Known mitochondrial	fn	FRENKI
F8VQQ8	ENSG00000177889	UBE2N	Predicted mitochondrial	fn	FRENKI
F8VQY6	ENSG00000089157	RPLP0	Predicted mitochondrial	fn	FRENKI
F8VR05	ENSG00000139644	TMBIM6	Predicted mitochondrial	fn	FRENKI
F8VR28	ENSG00000087470	DNM1L	Known mitochondrial	fn	FRENKI
F8VR31	ENSG00000138346	DNA2	Known mitochondrial	fn	FRENKI
F8VR35	ENSG00000050426	LETMD1	Predicted mitochondrial	fn	FRENKI
F8VR82	ENSG00000186298	PPP1CC	Predicted mitochondrial	fn	FRENKI
F8VR84	ENSG00000139637	C12orf10	Known mitochondrial	fn	FRENKI
F8VRD8	ENSG00000184752	NDUFA12	Known mitochondrial	fn	FRENKI
F8VRK7	ENSG00000089157	RPLP0	Predicted mitochondrial	fn	FRENKI
F8VRL7	ENSG00000110911	SLC11A2	Known mitochondrial	fn	FRENKI
F8VRN3	ENSG00000111647	UHRF1BP1L	Predicted mitochondrial	fn	FRENKI
F8VRU3	ENSG00000257218	GATC	Known mitochondrial	fn	FRENKI
F8VRY4	ENSG00000139324	TMTC3	Predicted mitochondrial	fn	FRENKI
F8VS27	ENSG00000123297	TSFM	Known mitochondrial	fn	FRENKI
F8VSB0	ENSG00000111275	ALDH2	Known mitochondrial	fn	FRENKI
F8VSD4	ENSG00000177889	UBE2N	Predicted mitochondrial	fn	FRENKI
F8VSE8	ENSG00000167588	GPD1	Predicted mitochondrial	fn	FRENKI
F8VTQ9	ENSG00000133687	TMTC1	Predicted mitochondrial	fn	FRENKI
F8VU90	ENSG00000134285	FKBP11	Predicted mitochondrial	fn	FRENKI
F8VUC8	ENSG00000089127	OAS1	Predicted mitochondrial	fn	FRENKI
F8VUZ8	ENSG00000050426	LETMD1	Predicted mitochondrial	fn	FRENKI
F8VV71	ENSG00000177889	UBE2N	Predicted mitochondrial	fn	FRENKI
F8VVM2	ENSG00000075415	SLC25A3	Known mitochondrial	fn	FRENKI
F8VVR0	ENSG00000198015	MRPL42	Known mitochondrial	fn	FRENKI
F8VVY4	ENSG00000062485	CS	Known mitochondrial	fn	FRENKI
F8VW41	ENSG00000179364	PACS2	Known mitochondrial	fn	FRENKI
F8VW44	ENSG00000089060	SLC8B1	Known mitochondrial	fn	FRENKI
F8VWQ0	ENSG00000075415	SLC25A3	Known mitochondrial	fn	FRENKI
F8VWQ5	ENSG00000062485	CS	Known mitochondrial	fn	FRENKI
F8VWS0	ENSG00000089157	RPLP0	Predicted mitochondrial	fn	FRENKI
F8VX56	ENSG00000139531	SUOX	Known mitochondrial	fn	FRENKI
F8VXI1	ENSG00000184752	NDUFA12	Known mitochondrial	fn	FRENKI
F8VXK0	ENSG00000134285	FKBP11	Predicted mitochondrial	fn	FRENKI
F8VXQ4	ENSG00000050426	LETMD1	Predicted mitochondrial	fn	FRENKI
F8VXU8	ENSG00000133687	TMTC1	Predicted mitochondrial	fn	FRENKI
F8VXY3	ENSG00000089127	OAS1	Predicted mitochondrial	fn	FRENKI
F8VY00	ENSG00000075415	SLC25A3	Known mitochondrial	fn	FRENKI
F8VY04	ENSG00000004455	AK2	Known mitochondrial	fn	FRENKI
F8VYE8	ENSG00000186298	PPP1CC	Predicted mitochondrial	fn	FRENKI
F8VYH5	ENSG00000075415	SLC25A3	Known mitochondrial	fn	FRENKI
F8VYL3	ENSG00000087470	DNM1L	Known mitochondrial	fn	FRENKI
F8VYN4	ENSG00000089157	RPLP0	Predicted mitochondrial	fn	FRENKI
F8VYR5	ENSG00000062582	MRPS24	Known mitochondrial	fn	FRENKI
F8VZ29	ENSG00000177889	UBE2N	Predicted mitochondrial	fn	FRENKI
F8VZG5	ENSG00000004455	AK2	Known mitochondrial	fn	FRENKI
F8VZR8	ENSG00000151413	NUBPL	Known mitochondrial	fn	FRENKI
F8W041	ENSG00000135390	ATP5G2	Known mitochondrial	fn	FRENKI
F8W0F6	ENSG00000167552	TUBA1A	Predicted mitochondrial	fn	FRENKI
F8W0J2	ENSG00000062485	CS	Known mitochondrial	fn	FRENKI
F8W0W8	ENSG00000186298	PPP1CC	Predicted mitochondrial	fn	FRENKI
F8W134	ENSG00000089060	SLC8B1	Known mitochondrial	fn	FRENKI
F8W1A4	ENSG00000004455	AK2	Known mitochondrial	fn	FRENKI
F8W1D8	ENSG00000110911	SLC11A2	Known mitochondrial	fn	FRENKI
F8W1I9	ENSG00000111271	ACAD10	Known mitochondrial	fn	FRENKI
F8W1K8	ENSG00000089157	RPLP0	Predicted mitochondrial	fn	FRENKI
F8W1P7	ENSG00000110911	SLC11A2	Known mitochondrial	fn	FRENKI
F8W1U1	ENSG00000050426	LETMD1	Predicted mitochondrial	fn	FRENKI
F8W1V3	ENSG00000139644	TMBIM6	Predicted mitochondrial	fn	FRENKI
F8W1Z2	ENSG00000050426	LETMD1	Predicted mitochondrial	fn	FRENKI
F8W606	ENSG00000135441	BLOC1S1	Known mitochondrial	fn	FRENKI
F8W679	ENSG00000167985	SDHAF2	Known mitochondrial	fn	FRENKI
F8W6J0	ENSG00000050426	LETMD1	Predicted mitochondrial	fn	FRENKI
F8W6J1	ENSG00000198721	ECI2	Known mitochondrial	fn	FRENKI
F8W6J3	ENSG00000131943	C19orf12	Known mitochondrial	fn	FRENKI
F8W6K8	ENSG00000184047	DIABLO	Known mitochondrial	fn	FRENKI
F8W7C6	ENSG00000147403	RPL10	Predicted mitochondrial	fn	FRENKI
F8W7P5	ENSG00000188343	FAM92A	Predicted mitochondrial	fn	FRENKI
F8W7Q2	ENSG00000168273	SMIM4	Predicted mitochondrial	fn	FRENKI
F8W7Q4	ENSG00000114023	FAM162A	Known mitochondrial	fn	FRENKI
F8W7R6	ENSG00000138777	PPA2	Known mitochondrial	fn	FRENKI
F8W7S1	ENSG00000180488	MIGA1	Predicted mitochondrial	fn	FRENKI
F8W8C3	ENSG00000072756	TRNT1	Known mitochondrial	fn	FRENKI
F8W8T8	ENSG00000076555	ACACB	Known mitochondrial	fn	FRENKI
F8W8Z9	ENSG00000175768	TOMM5	Known mitochondrial	fn	FRENKI
F8W9J0	ENSG00000115840	SLC25A12	Known mitochondrial	fn	FRENKI
F8W9Q7	ENSG00000147454	SLC25A37	Known mitochondrial	fn	FRENKI
F8W9Q8	ENSG00000063761	ADCK1	Predicted mitochondrial	fn	FRENKI
F8W9V1	ENSG00000196636	SDHAF3	Known mitochondrial	fn	FRENKI
F8WA34	ENSG00000170634	ACYP2	Predicted mitochondrial	fn	FRENKI
F8WAB8	ENSG00000144741	SLC25A26	Known mitochondrial	fn	FRENKI
F8WAC1	ENSG00000187118	CMC1	Known mitochondrial	fn	FRENKI
F8WAH1	ENSG00000008311	AASS	Known mitochondrial	fn	FRENKI
F8WAM1	ENSG00000101019	UQCC1	Known mitochondrial	fn	FRENKI
F8WAR4	ENSG00000106554	CHCHD3	Known mitochondrial	fn	FRENKI
F8WAS3	ENSG00000128609	NDUFA5	Known mitochondrial	fn	FRENKI
F8WAU4	ENSG00000168827	GFM1	Known mitochondrial	fn	FRENKI
F8WAU6	ENSG00000113845	TIMMDC1	Known mitochondrial	fn	FRENKI
F8WAV1	ENSG00000169599	NFU1	Known mitochondrial	fn	FRENKI
F8WAV5	ENSG00000120265	PCMT1	Predicted mitochondrial	fn	FRENKI
F8WAW4	ENSG00000198721	ECI2	Known mitochondrial	fn	FRENKI
F8WAX2	ENSG00000120265	PCMT1	Predicted mitochondrial	fn	FRENKI
F8WAZ6	ENSG00000105819	PMPCB	Known mitochondrial	fn	FRENKI
F8WB00	ENSG00000113845	TIMMDC1	Known mitochondrial	fn	FRENKI
F8WB19	ENSG00000213699	SLC35F6	Known mitochondrial	fn	FRENKI
F8WB23	ENSG00000244005	NFS1	Known mitochondrial	fn	FRENKI
F8WB50	ENSG00000154814	OXNAD1	Known mitochondrial	fn	FRENKI
F8WB72	ENSG00000182899	RPL35A	Predicted mitochondrial	fn	FRENKI
F8WBB1	ENSG00000144381	HSPD1	Known mitochondrial	fn	FRENKI
F8WBB4	ENSG00000204564	C6orf136	Predicted mitochondrial	fn	FRENKI
F8WBB5	ENSG00000105793	GTPBP10	Known mitochondrial	fn	FRENKI
F8WBC9	ENSG00000135423	GLS2	Known mitochondrial	fn	FRENKI
F8WBD6	ENSG00000137074	APTX	Known mitochondrial	fn	FRENKI
F8WBE1	ENSG00000105819	PMPCB	Known mitochondrial	fn	FRENKI
F8WBE5	ENSG00000072274	TFRC	Predicted mitochondrial	fn	FRENKI
F8WBF3	ENSG00000154814	OXNAD1	Known mitochondrial	fn	FRENKI
F8WBH6	ENSG00000144040	SFXN5	Known mitochondrial	fn	FRENKI
F8WBI3	ENSG00000138035	PNPT1	Known mitochondrial	fn	FRENKI
F8WBI5	ENSG00000146729	NIPSNAP2	Known mitochondrial	fn	FRENKI
F8WBI8	ENSG00000198814	GK	Known mitochondrial	fn	FRENKI
F8WBI9	ENSG00000114054	PCCB	Known mitochondrial	fn	FRENKI
F8WBJ5	ENSG00000144827	ABHD10	Known mitochondrial	fn	FRENKI
F8WBJ9	ENSG00000155542	SETD9	Known mitochondrial	fn	FRENKI
F8WBL8	ENSG00000135423	GLS2	Known mitochondrial	fn	FRENKI
F8WBP0	ENSG00000171865	RNASEH1	Known mitochondrial	fn	FRENKI
F8WBP9	ENSG00000132300	PTCD3	Known mitochondrial	fn	FRENKI
F8WBQ6	ENSG00000144827	ABHD10	Known mitochondrial	fn	FRENKI
F8WBR0	ENSG00000100225	FBXO7	Predicted mitochondrial	fn	FRENKI
F8WBR6	ENSG00000159374	M1AP	Predicted mitochondrial	fn	FRENKI
F8WBS2	ENSG00000106603	COA1	Known mitochondrial	fn	FRENKI
F8WBS5	ENSG00000182899	RPL35A	Predicted mitochondrial	fn	FRENKI
F8WBS6	ENSG00000167004	PDIA3	Predicted mitochondrial	fn	FRENKI
F8WBT1	ENSG00000214253	FIS1	Known mitochondrial	fn	FRENKI
F8WBW5	ENSG00000167004	PDIA3	Predicted mitochondrial	fn	FRENKI
F8WBW9	ENSG00000093010	COMT	Predicted mitochondrial	fn	FRENKI
F8WBY0	ENSG00000105793	GTPBP10	Known mitochondrial	fn	FRENKI
F8WBY6	ENSG00000163607	GTPBP8	Predicted mitochondrial	fn	FRENKI
F8WBY7	ENSG00000100209	HSCB	Known mitochondrial	fn	FRENKI
F8WC08	ENSG00000221829	FANCG	Known mitochondrial	fn	FRENKI
F8WC11	ENSG00000157036	EXOG	Known mitochondrial	fn	FRENKI
F8WC14	ENSG00000125611	CHCHD5	Known mitochondrial	fn	FRENKI
F8WC30	ENSG00000183773	AIFM3	Known mitochondrial	fn	FRENKI
F8WC34	ENSG00000144908	ALDH1L1	Known mitochondrial	fn	FRENKI
