"Gen"	"UniProt"
"ENSG00000120333"	"F2Z361"
"ENSG00000120333"	"O60783"
"ENSG00000120471"	"Q9HCN2"
"ENSG00000120662"	"A0A087WZ41"
"ENSG00000120662"	"A0A087X1S1"
"ENSG00000120662"	"O75570"
"ENSG00000120662"	"Q8N6Z2"
"ENSG00000120662"	"X6RFD4"
"ENSG00000120675"	"Q9Y5T4"
"ENSG00000120832"	"F8VSD8"
"ENSG00000120832"	"F8VSL4"
"ENSG00000120832"	"F8VXH5"
"ENSG00000120832"	"Q49AM1"
"ENSG00000120942"	"Q9Y5Z9"
"ENSG00000120942"	"R4GN21"
"ENSG00000120942"	"R4GNE3"
"ENSG00000120992"	"A0A087X1K9"
"ENSG00000120992"	"B4DP64"
"ENSG00000120992"	"E5RFT6"
"ENSG00000120992"	"E5RGR0"
"ENSG00000120992"	"E5RI35"
"ENSG00000120992"	"E5RJ48"
"ENSG00000120992"	"O75608"
"ENSG00000121057"	"A0A0G2JLF7"
"ENSG00000121057"	"I3L0K6"
"ENSG00000121057"	"I3L0V5"
"ENSG00000121057"	"I3L0W0"
"ENSG00000121057"	"I3L2A2"
"ENSG00000121057"	"I3L2N7"
"ENSG00000121057"	"I3L364"
"ENSG00000121057"	"I3L3K1"
"ENSG00000121057"	"I3L3L9"
"ENSG00000121057"	"I3L3V6"
"ENSG00000121057"	"I3NI36"
"ENSG00000121057"	"Q92667"
"ENSG00000121289"	"A0A087WXS8"
"ENSG00000121289"	"A0A0C4DGP8"
"ENSG00000121289"	"K7EJF0"
"ENSG00000121289"	"K7EPU8"
"ENSG00000121289"	"K7EQI2"
"ENSG00000121289"	"Q96ST8"
"ENSG00000121310"	"F5GWU3"
"ENSG00000121310"	"F5H0R2"
"ENSG00000121310"	"F5H2K9"
"ENSG00000121310"	"F5H408"
"ENSG00000121310"	"F5H4W3"
"ENSG00000121310"	"F6RJU0"
"ENSG00000121310"	"Q86YB7"
"ENSG00000121897"	"A0A1W2PNQ5"
"ENSG00000121897"	"A0A1W2PPM2"
"ENSG00000121897"	"A0A1W2PQ02"
"ENSG00000121897"	"A0A1W2PQ87"
"ENSG00000121897"	"A0A1W2PQE9"
"ENSG00000121897"	"A0A1W2PQS9"
"ENSG00000121897"	"A0A1W2PR40"
"ENSG00000121897"	"A0A1W2PR81"
"ENSG00000121897"	"A0A1W2PRD2"
"ENSG00000121897"	"A0A1W2PRE7"
"ENSG00000121897"	"A0A1X7SBR7"
"ENSG00000121897"	"B4E0L7"
"ENSG00000121897"	"D6RCP8"
"ENSG00000121897"	"O43766"
"ENSG00000121897"	"Q6P5Q6"
"ENSG00000122033"	"Q9H2K0"
"ENSG00000122085"	"B4DFP7"
"ENSG00000122085"	"B4DKD5"
"ENSG00000122085"	"B5MBW3"
"ENSG00000122085"	"C9JNJ7"
"ENSG00000122085"	"C9JX74"
"ENSG00000122085"	"E7EW93"
"ENSG00000122085"	"H7C1N9"
"ENSG00000122085"	"H7C316"
"ENSG00000122085"	"H7C3Q3"
"ENSG00000122085"	"Q7Z6M4"
"ENSG00000122140"	"Q5T8A0"
"ENSG00000122140"	"Q9Y399"
"ENSG00000122203"	"A0A087WT18"
"ENSG00000122203"	"D6RAJ7"
"ENSG00000122203"	"D6RCE3"
"ENSG00000122203"	"D6RF63"
"ENSG00000122203"	"E9PKI5"
"ENSG00000122203"	"Q96A73"
"ENSG00000122335"	"Q5JVM6"
"ENSG00000122335"	"Q96JX3"
"ENSG00000122335"	"U3KQE4"
"ENSG00000122335"	"U3KQG3"
"ENSG00000122378"	"Q9BRX8"
"ENSG00000122406"	"P46777"
"ENSG00000122406"	"Q5T7N0"
"ENSG00000122406"	"R4GNJ2"
"ENSG00000122687"	"E9PGN6"
"ENSG00000122687"	"Q9UI43"
"ENSG00000122696"	"Q9H1U9"
"ENSG00000122873"	"Q9NZ45"
"ENSG00000122884"	"P13674"
"ENSG00000122912"	"P16260"
"ENSG00000122912"	"V9GY06"
"ENSG00000122912"	"V9GYA5"
"ENSG00000122912"	"V9GYB8"
"ENSG00000122912"	"V9GZ24"
"ENSG00000122971"	"E9PE82"
"ENSG00000122971"	"P16219"
"ENSG00000123130"	"C9J7L8"
"ENSG00000123130"	"F8WDI2"
"ENSG00000123130"	"H7C5Q2"
"ENSG00000123130"	"Q9Y305"
"ENSG00000123131"	"A6NG45"
"ENSG00000123131"	"A6NJJ0"
"ENSG00000123131"	"H7C3T4"
"ENSG00000123131"	"Q13162"
"ENSG00000123191"	"A0A0U1RQY8"
"ENSG00000123191"	"A0A0U1RRG1"
"ENSG00000123191"	"B7ZLR4"
"ENSG00000123191"	"E7ET55"
"ENSG00000123191"	"F5H562"
"ENSG00000123191"	"F5H748"
"ENSG00000123191"	"P35670"
"ENSG00000123213"	"D6R9Y0"
"ENSG00000123213"	"E9PCB6"
"ENSG00000123213"	"H0YAF7"
"ENSG00000123213"	"H0YAK4"
"ENSG00000123213"	"Q9BYT8"
"ENSG00000123297"	"C9JG32"
"ENSG00000123297"	"C9JT21"
"ENSG00000123297"	"F8VPA7"
"ENSG00000123297"	"F8VS27"
"ENSG00000123297"	"F8WCK2"
"ENSG00000123297"	"P43897"
"ENSG00000123453"	"A0A0A0MT55"
"ENSG00000123453"	"Q5SYU9"
"ENSG00000123453"	"Q5SYV1"
"ENSG00000123453"	"Q5SYV2"
"ENSG00000123453"	"Q9UL10"
"ENSG00000123453"	"Q9UL12"
"ENSG00000123472"	"A8MRA7"
"ENSG00000123472"	"E9PPX6"
"ENSG00000123472"	"H0YCA6"
"ENSG00000123472"	"H0YD21"
"ENSG00000123472"	"H0YDD6"
"ENSG00000123472"	"H0YEW4"
"ENSG00000123472"	"I3L448"
"ENSG00000123472"	"Q5TC12"
"ENSG00000123545"	"Q9P032"
"ENSG00000123600"	"B3KW44"
"ENSG00000123600"	"B5ME25"
"ENSG00000123600"	"C9J3F1"
"ENSG00000123600"	"C9J6U8"
"ENSG00000123600"	"C9JE69"
"ENSG00000123600"	"E7ETE0"
"ENSG00000123600"	"H7C2P8"
"ENSG00000123600"	"Q9H825"
"ENSG00000123689"	"P27469"
"ENSG00000123815"	"A0A0G2JLJ7"
"ENSG00000123815"	"M0QZZ2"
"ENSG00000123815"	"M0R001"
"ENSG00000123815"	"M0R011"
"ENSG00000123815"	"M0R0F4"
"ENSG00000123815"	"M0R0L2"
"ENSG00000123815"	"M0R2F4"
"ENSG00000123815"	"M0R307"
"ENSG00000123815"	"M0R340"
"ENSG00000123815"	"M0R362"
"ENSG00000123815"	"M0R3F7"
"ENSG00000123815"	"Q96D53"
"ENSG00000123983"	"C9JC11"
"ENSG00000123983"	"F5GWH2"
"ENSG00000123983"	"F5H062"
"ENSG00000123983"	"H7BYZ7"
"ENSG00000123983"	"O95573"
"ENSG00000124098"	"H0Y456"
"ENSG00000124098"	"Q96KR6"
"ENSG00000124172"	"P56381"
"ENSG00000124279"	"D6RAR6"
"ENSG00000124279"	"D6RB04"
"ENSG00000124279"	"D6RC07"
"ENSG00000124279"	"D6RHY4"
"ENSG00000124279"	"Q14CZ7"
"ENSG00000124370"	"F5GZ54"
"ENSG00000124370"	"H7BZS7"
"ENSG00000124370"	"Q96PE7"
"ENSG00000124523"	"Q7Z3A0"
"ENSG00000124523"	"Q9NXA8"
"ENSG00000124523"	"U3KQT8"
"ENSG00000124532"	"A0A0A0MQX2"
"ENSG00000124532"	"H7BZ29"
"ENSG00000124532"	"Q9HD23"
"ENSG00000124608"	"Q5JTZ9"
"ENSG00000124615"	"F8WCK1"
"ENSG00000124615"	"Q9NZB8"
"ENSG00000124786"	"Q9H1N7"
"ENSG00000125166"	"H3BRE7"
"ENSG00000125166"	"P00505"
"ENSG00000125170"	"A0A1B0GX86"
"ENSG00000125170"	"H3BN90"
"ENSG00000125170"	"H3BPY9"
"ENSG00000125170"	"H3BQ19"
"ENSG00000125170"	"H3BS85"
"ENSG00000125170"	"H3BSK0"
"ENSG00000125170"	"H3BST9"
"ENSG00000125170"	"H3BTI4"
"ENSG00000125170"	"H3BTI7"
"ENSG00000125170"	"H3BTK2"
"ENSG00000125170"	"H3BV67"
"ENSG00000125170"	"H3BVB4"
"ENSG00000125170"	"Q8TEW6"
"ENSG00000125246"	"Q5JVB9"
"ENSG00000125246"	"Q5JVC0"
"ENSG00000125246"	"Q5JVC1"
"ENSG00000125246"	"Q5JVC2"
"ENSG00000125246"	"Q8N0X4"
"ENSG00000125356"	"O15239"
"ENSG00000125375"	"G3V446"
"ENSG00000125375"	"Q8WXQ4"
"ENSG00000125375"	"Q99766"
"ENSG00000125434"	"Q3KQZ1"
"ENSG00000125445"	"J3KSI8"
"ENSG00000125445"	"J3KSV8"
"ENSG00000125445"	"J3QKW2"
"ENSG00000125445"	"J3QLS3"
"ENSG00000125445"	"J3QQS1"
"ENSG00000125445"	"Q9Y2R9"
"ENSG00000125454"	"J3KRY6"
"ENSG00000125454"	"J3KS44"
"ENSG00000125454"	"J3KSB1"
"ENSG00000125454"	"J3KSI7"
"ENSG00000125454"	"J3KTL0"
"ENSG00000125454"	"J3QL84"
"ENSG00000125454"	"J3QLV3"
"ENSG00000125454"	"J3QS02"
"ENSG00000125454"	"Q9HC21"
"ENSG00000125459"	"Q9BUK6"
"ENSG00000125459"	"V9GYF2"
"ENSG00000125611"	"F8WC14"
"ENSG00000125611"	"Q9BSY4"
"ENSG00000125648"	"M0QZJ5"
"ENSG00000125648"	"M0QZP9"
"ENSG00000125648"	"M0QZT4"
"ENSG00000125648"	"M0R1W8"
"ENSG00000125648"	"M0R1X8"
"ENSG00000125648"	"M0R2F3"
"ENSG00000125648"	"M0R2I4"
"ENSG00000125648"	"Q9BV35"
"ENSG00000125652"	"M0QZH2"
"ENSG00000125652"	"M0QZI0"
"ENSG00000125652"	"Q9BT30"
"ENSG00000125656"	"M0QXE9"
"ENSG00000125656"	"M0QYV5"
"ENSG00000125656"	"M0R208"
"ENSG00000125656"	"Q16740"
"ENSG00000125741"	"B4DK77"
"ENSG00000125741"	"Q9H6K4"
"ENSG00000125779"	"Q9BZ23"
"ENSG00000125779"	"V9GYH1"
"ENSG00000125779"	"V9GYZ0"
"ENSG00000125871"	"Q5QPE7"
"ENSG00000125871"	"Q5QPE8"
"ENSG00000125871"	"Q9BQP7"
"ENSG00000125901"	"Q9BYN8"
"ENSG00000125995"	"P60602"
"ENSG00000126215"	"G3V2L7"
"ENSG00000126215"	"G3V2P3"
"ENSG00000126215"	"G3V399"
"ENSG00000126215"	"G3V3C8"
"ENSG00000126215"	"G3V3H9"
"ENSG00000126215"	"G3V3Q2"
"ENSG00000126215"	"G3V5K0"
"ENSG00000126215"	"O43542"
"ENSG00000126267"	"K7EQD3"
"ENSG00000126267"	"P14854"
"ENSG00000126432"	"P30044"
"ENSG00000126602"	"I3L0K7"
"ENSG00000126602"	"I3L0P6"
"ENSG00000126602"	"I3L239"
"ENSG00000126602"	"I3L253"
"ENSG00000126602"	"I3L2D5"
"ENSG00000126602"	"I3L3L4"
"ENSG00000126602"	"I3L4L7"
"ENSG00000126602"	"Q12931"
"ENSG00000126709"	"P09912"
"ENSG00000126767"	"P19419"
"ENSG00000126768"	"O60830"
"ENSG00000126768"	"V9GYK7"
"ENSG00000126768"	"V9GYS0"
"ENSG00000126768"	"V9GYU0"
"ENSG00000126814"	"G3V494"
"ENSG00000126814"	"G3V5X1"
"ENSG00000126814"	"Q32P41"
"ENSG00000126858"	"H7BXZ6"
"ENSG00000126858"	"J3KRG7"
"ENSG00000126858"	"J3KSR5"
"ENSG00000126858"	"J3QLG2"
"ENSG00000126858"	"J3QSG2"
"ENSG00000126858"	"K7EIQ7"
"ENSG00000126858"	"K7EP86"
"ENSG00000126858"	"Q8IXI2"
"ENSG00000126947"	"Q9P291"
"ENSG00000126953"	"O60220"
"ENSG00000127022"	"D6RAQ8"
"ENSG00000127022"	"D6RAU8"
"ENSG00000127022"	"D6RB85"
"ENSG00000127022"	"D6RD16"
"ENSG00000127022"	"D6RDP7"
"ENSG00000127022"	"D6RFL1"
"ENSG00000127022"	"D6RFW4"
"ENSG00000127022"	"D6RG29"
"ENSG00000127022"	"D6RGY2"
"ENSG00000127022"	"D6RHJ3"
"ENSG00000127022"	"H0Y9H1"
"ENSG00000127022"	"H0Y9Q7"
"ENSG00000127022"	"P27824"
"ENSG00000127184"	"D6R9Z7"
"ENSG00000127184"	"P15954"
"ENSG00000127452"	"K7EIK3"
"ENSG00000127452"	"K7EIR3"
"ENSG00000127452"	"K7EK37"
"ENSG00000127452"	"K7ELM5"
"ENSG00000127452"	"K7EPN7"
"ENSG00000127452"	"K7EPT3"
"ENSG00000127452"	"K7EQJ7"
"ENSG00000127452"	"K7EQY7"
"ENSG00000127452"	"K7ESL6"
"ENSG00000127452"	"Q9NXK8"
"ENSG00000127526"	"A0A0A0MSG4"
"ENSG00000127526"	"C9JK45"
"ENSG00000127526"	"H7C1I0"
"ENSG00000127526"	"Q96K37"
"ENSG00000127540"	"O14957"
"ENSG00000127554"	"H3BQQ4"
"ENSG00000127554"	"H3BRD2"
"ENSG00000127554"	"H3BRW3"
"ENSG00000127554"	"P55789"
"ENSG00000127838"	"Q8N490"
"ENSG00000127884"	"P30084"
"ENSG00000127948"	"C9JDE2"
"ENSG00000127948"	"C9JQ78"
"ENSG00000127948"	"C9JU80"
"ENSG00000127948"	"E7EMD0"
"ENSG00000127948"	"E7EWU0"
"ENSG00000127948"	"H0Y4R2"
"ENSG00000127948"	"P16435"
"ENSG00000127989"	"B4DPR9"
"ENSG00000127989"	"C9JE25"
"ENSG00000127989"	"C9JNM8"
"ENSG00000127989"	"C9JU79"
"ENSG00000127989"	"Q99551"
"ENSG00000128050"	"D6RF62"
"ENSG00000128050"	"E9PBS1"
"ENSG00000128050"	"P22234"
"ENSG00000128309"	"B1AH49"
"ENSG00000128309"	"P25325"
"ENSG00000128311"	"B1AH48"
"ENSG00000128311"	"Q16762"
"ENSG00000128609"	"A0A087WXR5"
"ENSG00000128609"	"A0A087X1G1"
"ENSG00000128609"	"C9IZN5"
"ENSG00000128609"	"F8WAS3"
"ENSG00000128609"	"H7BYD0"
"ENSG00000128609"	"Q16718"
"ENSG00000128626"	"O15235"
"ENSG00000128654"	"C9JAZ1"
"ENSG00000128654"	"C9JNK6"
"ENSG00000128654"	"F8WCW1"
"ENSG00000128654"	"F8WE26"
"ENSG00000128654"	"O75431"
"ENSG00000128694"	"E5RGZ1"
"ENSG00000128694"	"E5RIL9"
"ENSG00000128694"	"E7EVL7"
"ENSG00000128694"	"Q9H4B0"
"ENSG00000128928"	"A0A087WVD3"
"ENSG00000128928"	"A0A0A0MT83"
"ENSG00000128928"	"H0YKV0"
"ENSG00000128928"	"H0YLC3"
"ENSG00000128928"	"H0YN10"
"ENSG00000128928"	"H0YNA4"
"ENSG00000128928"	"H0YNT5"
"ENSG00000128928"	"H7C4G6"
"ENSG00000128928"	"P26440"
"ENSG00000128951"	"A0A0C4DGL3"
"ENSG00000128951"	"H0YKC5"
"ENSG00000128951"	"H0YKI0"
"ENSG00000128951"	"H0YMM5"
"ENSG00000128951"	"H0YMP1"
"ENSG00000128951"	"H0YNJ9"
"ENSG00000128951"	"H0YNW5"
"ENSG00000128951"	"P33316"
"ENSG00000129151"	"E9PKC9"
"ENSG00000129151"	"O75936"
"ENSG00000129422"	"A0A0U1RQI2"
"ENSG00000129422"	"H0YC63"
"ENSG00000129422"	"Q9ULD2"
"ENSG00000129465"	"H0YJN5"
"ENSG00000129465"	"Q9Y572"
"ENSG00000130159"	"J3KTF5"
"ENSG00000130159"	"K7EIK2"
"ENSG00000130159"	"K7EJG5"
"ENSG00000130159"	"K7EJI1"
"ENSG00000130159"	"K7EM98"
"ENSG00000130159"	"K7EN32"
"ENSG00000130159"	"K7EPL5"
"ENSG00000130159"	"K7ESM8"
"ENSG00000130159"	"Q9BQ95"
"ENSG00000130204"	"K7EJ57"
"ENSG00000130204"	"K7EKG4"
"ENSG00000130204"	"K7EKG6"
"ENSG00000130204"	"O96008"
"ENSG00000130299"	"M0QXA1"
"ENSG00000130299"	"M0QYW1"
"ENSG00000130299"	"M0R0S9"
"ENSG00000130299"	"M0R161"
"ENSG00000130299"	"M0R1X0"
"ENSG00000130299"	"Q969Y2"
"ENSG00000130312"	"M0R093"
"ENSG00000130312"	"M0R226"
"ENSG00000130312"	"Q9BQ48"
"ENSG00000130347"	"G3V1R2"
"ENSG00000130347"	"Q8WWV3"
"ENSG00000130348"	"Q9H0R6"
"ENSG00000130348"	"X6R772"
"ENSG00000130349"	"A0A0D9SEI0"
"ENSG00000130349"	"Q9P0P8"
"ENSG00000130363"	"A0A0C4DFU3"
"ENSG00000130363"	"A0A0C4DG29"
"ENSG00000130363"	"Q86UC2"
"ENSG00000130414"	"A0A087WXC5"
"ENSG00000130414"	"C9J6X0"
"ENSG00000130414"	"E7ESZ7"
"ENSG00000130414"	"F8WEH0"
"ENSG00000130414"	"H7C1Y7"
"ENSG00000130414"	"H7C2W5"
"ENSG00000130414"	"H7C2X4"
"ENSG00000130414"	"O95299"
"ENSG00000130414"	"Q8N1B9"
"ENSG00000130489"	"O43819"
"ENSG00000130589"	"Q9BYK8"
"ENSG00000130707"	"P00966"
"ENSG00000130707"	"Q5T6L5"
"ENSG00000130707"	"Q5T6L6"
"ENSG00000130734"	"K7EJA5"
"ENSG00000130734"	"K7EKP6"
"ENSG00000130734"	"K7EMB9"
"ENSG00000130734"	"K7EN30"
"ENSG00000130734"	"K7EP43"
"ENSG00000130734"	"K7EPJ0"
"ENSG00000130734"	"K7EQ67"
"ENSG00000130734"	"K7EQN3"
"ENSG00000130734"	"K7ERK1"
"ENSG00000130734"	"K7ESM7"
"ENSG00000130734"	"Q86TL0"
"ENSG00000130748"	"Q9NX00"
"ENSG00000130770"	"A0A0B4J230"
"ENSG00000130770"	"Q9UII2"
"ENSG00000130816"	"K7EIZ6"
"ENSG00000130816"	"K7EJL0"
"ENSG00000130816"	"K7EKC3"
"ENSG00000130816"	"K7ELB1"
"ENSG00000130816"	"K7EMU8"
"ENSG00000130816"	"K7ENQ6"
"ENSG00000130816"	"K7ENW7"
"ENSG00000130816"	"K7EP77"
"ENSG00000130816"	"K7ER10"
"ENSG00000130816"	"K7ERQ1"
"ENSG00000130816"	"P26358"
"ENSG00000130921"	"F5GWJ6"
"ENSG00000130921"	"F5H4X5"
"ENSG00000130921"	"F5H5V8"
"ENSG00000130921"	"Q9H3J6"
"ENSG00000130985"	"P22314"
"ENSG00000130985"	"Q5JRR6"
"ENSG00000130985"	"Q5JRR9"
"ENSG00000130985"	"Q5JRS0"
"ENSG00000130985"	"Q5JRS1"
"ENSG00000130985"	"Q5JRS2"
"ENSG00000130985"	"Q5JRS3"
"ENSG00000131055"	"Q96KJ9"
"ENSG00000131143"	"H3BN72"
"ENSG00000131143"	"H3BNI5"
"ENSG00000131143"	"H3BNV9"
"ENSG00000131143"	"H3BPG0"
"ENSG00000131143"	"H3BPR4"
"ENSG00000131143"	"P13073"
"ENSG00000131143"	"Q86WV2"
"ENSG00000131148"	"M0R1B0"
"ENSG00000131148"	"O43402"
"ENSG00000131149"	"A0A1B0GUL3"
"ENSG00000131149"	"A0A1B0GUX8"
"ENSG00000131149"	"C9JLW9"
"ENSG00000131149"	"H0Y613"
"ENSG00000131149"	"H7C3B5"
"ENSG00000131149"	"Q14687"
"ENSG00000131174"	"P24311"
"ENSG00000131269"	"A0A087WW65"
"ENSG00000131269"	"B4DGL8"
"ENSG00000131269"	"E9PJR8"
"ENSG00000131269"	"E9PNQ5"
"ENSG00000131269"	"O75027"
"ENSG00000131368"	"E7EPW2"
"ENSG00000131368"	"P82663"
"ENSG00000131370"	"C9J140"
"ENSG00000131370"	"C9JK30"
"ENSG00000131370"	"C9JNW0"
"ENSG00000131370"	"F8WDU8"
"ENSG00000131370"	"O60239"
"ENSG00000131379"	"Q8ND61"
"ENSG00000131473"	"K7EIE7"
"ENSG00000131473"	"K7ESG8"
"ENSG00000131473"	"P53396"
"ENSG00000131495"	"O43678"
"ENSG00000131730"	"D6R998"
"ENSG00000131730"	"D6RHV3"
"ENSG00000131730"	"P17540"
"ENSG00000131828"	"P08559"
"ENSG00000131828"	"Q5JPT9"
"ENSG00000131828"	"Q5JPU0"
"ENSG00000131828"	"Q5JPU1"
"ENSG00000131828"	"Q5JPU2"
"ENSG00000131828"	"Q5JPU3"
"ENSG00000131844"	"D6R9R1"
"ENSG00000131844"	"D6RD67"
"ENSG00000131844"	"D6RDF7"
"ENSG00000131844"	"Q9HCC0"
"ENSG00000131943"	"F8W6J3"
"ENSG00000131943"	"K7EPS8"
"ENSG00000131943"	"Q9NSK7"
"ENSG00000132153"	"F6R0H4"
"ENSG00000132153"	"H7BXY3"
"ENSG00000132153"	"Q7L2E3"
"ENSG00000132155"	"A0A0B4J1W9"
"ENSG00000132155"	"H7C155"
"ENSG00000132155"	"P04049"
"ENSG00000132199"	"J3QL81"
"ENSG00000132199"	"J3QL99"
"ENSG00000132199"	"J3QSB6"
"ENSG00000132199"	"Q7L5Y1"
"ENSG00000132199"	"R4GNF8"
"ENSG00000132199"	"X6RM24"
"ENSG00000132286"	"F2Z2B0"
"ENSG00000132286"	"Q9Y5J6"
"ENSG00000132300"	"B8ZZQ4"
"ENSG00000132300"	"F8WBP9"
"ENSG00000132300"	"F8WE76"
"ENSG00000132300"	"Q96EY7"
"ENSG00000132305"	"A0A087WYS0"
"ENSG00000132305"	"B9A067"
"ENSG00000132305"	"C9J406"
"ENSG00000132305"	"D6RAW4"
"ENSG00000132305"	"H7C463"
"ENSG00000132305"	"Q16891"
"ENSG00000132313"	"D3YTC1"
"ENSG00000132313"	"Q9NZE8"
"ENSG00000132313"	"S4R348"
"ENSG00000132361"	"I3L2B0"
"ENSG00000132361"	"I3L318"
"ENSG00000132361"	"I3L350"
"ENSG00000132361"	"I3L3A3"
"ENSG00000132361"	"I3L4B5"
"ENSG00000132361"	"K7EIG1"
"ENSG00000132361"	"O75153"
"ENSG00000132423"	"F6WGP0"
"ENSG00000132423"	"Q9NZJ6"
"ENSG00000132463"	"F5H5I6"
"ENSG00000132463"	"H0Y8R1"
"ENSG00000132463"	"H0YAK1"
"ENSG00000132463"	"H0YAM1"
"ENSG00000132463"	"Q12849"
"ENSG00000132530"	"C9J7Z8"
"ENSG00000132530"	"I3L2B3"
"ENSG00000132530"	"I3L3B3"
"ENSG00000132530"	"I3L3D9"
"ENSG00000132530"	"I3L3Q2"
"ENSG00000132530"	"I3L509"
"ENSG00000132530"	"I3L534"
"ENSG00000132530"	"Q6GPH4"
"ENSG00000132541"	"E5RIP8"
"ENSG00000132541"	"H0YB34"
"ENSG00000132541"	"H0YBX3"
"ENSG00000132541"	"P52758"
"ENSG00000132570"	"H0YA52"
"ENSG00000132570"	"Q9H0N5"
"ENSG00000132591"	"J3QRV9"
"ENSG00000132591"	"J3QSB2"
"ENSG00000132591"	"J3QT61"
"ENSG00000132591"	"K7EQJ8"
"ENSG00000132591"	"O75616"
"ENSG00000132676"	"P51398"
"ENSG00000132676"	"V9GY11"
"ENSG00000132676"	"V9GYA7"
"ENSG00000132676"	"V9GYC9"
"ENSG00000132676"	"V9GYF7"
"ENSG00000132676"	"V9GYJ3"
"ENSG00000132676"	"V9GYJ9"
"ENSG00000132676"	"V9GYL4"
"ENSG00000132676"	"V9GYL9"
"ENSG00000132676"	"V9GYR8"
"ENSG00000132676"	"V9GYW1"
"ENSG00000132676"	"V9GZ03"
"ENSG00000132676"	"V9GZ61"
"ENSG00000132763"	"A0A0C4DGU2"
"ENSG00000132763"	"Q9Y4U1"
"ENSG00000132781"	"E5KP25"
"ENSG00000132781"	"E9PI11"
"ENSG00000132781"	"E9PIW5"
"ENSG00000132781"	"E9PKM9"
"ENSG00000132781"	"E9PLT4"
"ENSG00000132781"	"E9PM53"
"ENSG00000132781"	"E9PMH1"
"ENSG00000132781"	"E9PNY0"
"ENSG00000132781"	"E9PP30"
"ENSG00000132781"	"E9PP34"
"ENSG00000132781"	"H0YCA8"
"ENSG00000132781"	"H0YCY5"
"ENSG00000132781"	"H0YEI2"
"ENSG00000132781"	"H0YER6"
"ENSG00000132781"	"Q5T413"
"ENSG00000132781"	"Q5T418"
"ENSG00000132781"	"Q9UIF7"
"ENSG00000132837"	"E5RG50"
"ENSG00000132837"	"E5RGI4"
"ENSG00000132837"	"E5RK15"
"ENSG00000132837"	"Q8TCC6"
"ENSG00000132837"	"Q9UI17"
"ENSG00000133026"	"E7ERA5"
"ENSG00000133026"	"P35580"
"ENSG00000133028"	"J3QL56"
"ENSG00000133028"	"J3QR42"
"ENSG00000133028"	"O75880"
"ENSG00000133104"	"Q8N0X7"
"ENSG00000133121"	"H3BRG5"
"ENSG00000133121"	"H3BUW7"
"ENSG00000133121"	"Q9Y3M8"
"ENSG00000133315"	"Q9BQ69"
"ENSG00000133597"	"C9JE15"
"ENSG00000133597"	"H7C4I2"
"ENSG00000133597"	"H7C5M5"
"ENSG00000133597"	"Q7Z695"
"ENSG00000133687"	"F8VTQ9"
"ENSG00000133687"	"F8VXU8"
"ENSG00000133687"	"H0YIB9"
"ENSG00000133687"	"Q8IUR5"
"ENSG00000133703"	"G3V4K2"
"ENSG00000133703"	"G3V5T7"
"ENSG00000133703"	"P01116"
"ENSG00000133878"	"E5RHD0"
"ENSG00000133878"	"Q9BV47"
"ENSG00000133943"	"A0A0C4DGD4"
"ENSG00000133943"	"A0A0C4DGD8"
"ENSG00000133943"	"E5RFT5"
"ENSG00000133943"	"E5RFZ6"
"ENSG00000133943"	"E5RGN8"
"ENSG00000133943"	"E5RGP9"
"ENSG00000133943"	"E5RHG2"
"ENSG00000133943"	"E5RIL4"
"ENSG00000133943"	"E5RIU5"
"ENSG00000133943"	"E5RJ62"
"ENSG00000133943"	"E5RJ87"
"ENSG00000133943"	"E5RJD1"
"ENSG00000133943"	"E5RJL7"
"ENSG00000133943"	"E5RK14"
"ENSG00000133943"	"E5RK56"
"ENSG00000133943"	"H0YB09"
"ENSG00000133943"	"H0YB11"
"ENSG00000133943"	"H0YB62"
"ENSG00000133943"	"Q7Z3D6"
"ENSG00000133983"	"G3V2U5"
"ENSG00000133983"	"Q9P0S2"
"ENSG00000134056"	"D6R941"
"ENSG00000134056"	"P82909"
"ENSG00000134240"	"P54868"
"ENSG00000134265"	"J3KTJ6"
"ENSG00000134265"	"J3QKW4"
"ENSG00000134265"	"J3QS28"
"ENSG00000134265"	"Q99747"
"ENSG00000134285"	"E9PAR0"
"ENSG00000134285"	"F8VU90"
"ENSG00000134285"	"F8VXK0"
"ENSG00000134285"	"H0YHM7"
"ENSG00000134285"	"J3KN11"
"ENSG00000134285"	"Q9NYL4"
"ENSG00000134308"	"E9PG15"
"ENSG00000134308"	"P27348"
"ENSG00000134321"	"C9J674"
"ENSG00000134321"	"Q8WXG1"
"ENSG00000134326"	"Q5EBM0"
"ENSG00000134375"	"Q99595"
"ENSG00000134419"	"H3BT37"
"ENSG00000134419"	"H3BV27"
"ENSG00000134419"	"H3BVC7"
"ENSG00000134419"	"I3L246"
"ENSG00000134419"	"I3L303"
"ENSG00000134419"	"I3L3P7"
"ENSG00000134419"	"P62244"
"ENSG00000134463"	"Q5W0J6"
"ENSG00000134463"	"Q5W0J8"
"ENSG00000134463"	"Q96DC8"
"ENSG00000134809"	"P62072"
"ENSG00000134884"	"Q5T256"
"ENSG00000134884"	"Q9NWB6"
"ENSG00000134884"	"X6R9F1"
"ENSG00000134905"	"A0A087WWV1"
"ENSG00000134905"	"F5H579"
"ENSG00000134905"	"F5H623"
"ENSG00000134905"	"H0YFF0"
"ENSG00000134905"	"H0YFV1"
"ENSG00000134905"	"H0YGF2"
"ENSG00000134905"	"Q9HA77"
